W_S,W_S_max,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,electricity_cost,maintenance_cost,DOC,PREE,CO2
280,398.769718124363,23014.6755419745,82.1062468280901,30.0527655151567,4.03925554053018,16.421249365618,24.631874048427,0.527002128150666,0.0255989081454738,0.0173322743324139,0.00826663381305989,20.5868986737954,3541418.31247469,4251402.53598402,2461338.31030654,1790064.22567748,0.1,0.1,0.3,0.4,1833107.75659876,18755.5566278708,3710.9765044948,2263.63677369088,1280.80459858293,908.113500173935,1305.80941646837,192.113962746731,929.185613709018,4253.23915097121,539.118914103716,673.898642629644,119.815586060682,3720,26.7590621430055,1879.02294913861,916.553878299382,686.835000802514,0.311229066150266,0.776192839827191,378.617251951755
280,398.769718124363,22203.762260169,79.2355726138692,29.5227251240898,3.97578455572289,15.8471145227738,23.7706717841608,0.527002128150666,0.0257858820099977,0.0175192481969378,0.00826663381305989,20.43762272496,3417599.98409979,4102761.08535389,2375282.73362593,1727478.35172795,0.1,0.2,0.3,0.4,1625736.56944495,17924.6291522152,3518.99460470603,2263.63677369088,1236.02392869912,876.362578516858,1262.9399463901,188.873471382804,897.412221721597,3772.0894483359,559.133107953804,698.916384942255,151.602658001255,3720,25.8834335148656,1885.98510236242,812.868284722474,670.918636393498,0.310142953497246,0.613445708842586,479.064399283965
280,398.769718124363,21439.2046743938,76.4873749229887,29.0062256102526,3.91396544109813,15.2974749845977,22.9462124768966,0.527002128150666,0.0259768835669777,0.0177102497539178,0.00826663381305989,20.2873499737513,3299064.33054395,3960461.38120522,2292898.69438197,1667562.68682325,0.1,0.3,0.3,0.4,1431385.80474662,17141.9139328202,3338.42205128208,2263.63677369088,1193.15381374106,845.966343342397,1221.81761338094,185.713301145247,866.994432737149,3321.15017405674,577.290741573589,721.613426966986,181.072869656989,3720,25.0517519852535,1892.28611790761,715.692902373308,655.81618110764,0.309075371454628,0.513605379846092,572.190268116087
280,398.769718124363,20743.7558222643,74.0259350157734,28.5356844174712,3.85767466983606,14.8051870031547,22.207780504732,0.527002128150666,0.0261589749221457,0.0178923411090858,0.00826663381305989,20.1461307149507,3192897.15448584,3833009.78929873,2219110.93064663,1613898.8586521,0.1,0.4,0.3,0.4,1251059.10979479,16428.7845904459,3179.2407361311,2263.63677369088,1154.75693562169,818.741806222463,1184.91523201542,182.83216899706,839.750555797717,2902.7500248165,594.971231818428,743.714039773035,208.856551664412,3720,24.2889141263725,1898.45398444008,625.529554897393,641.989365088808,0.308146369248412,0.445281698174502,659.986703259542
280,398.769718124363,20082.7187859113,71.6422055727724,28.0724822789239,3.80228910913926,14.3284411145545,21.4926616718317,0.527002128150666,0.0263462591968704,0.0180796253838105,0.00826663381305989,20.002920498606,3090081.79721949,3709581.98945918,2147652.73073952,1561929.25871965,0.1,0.5,0.3,0.4,1081252.27149212,15751.7723985393,3027.60326763514,2263.63677369088,1117.57229072171,792.376810319563,1149.11136202969,179.993931629727,813.366799114626,2508.758405845,610.946387371999,763.682984214998,234.659581662407,3720,23.558909342467,1904.00829767438,540.626135746058,628.770933717283,0.307216740103989,0.396318783751156,741.524278053205
280,398.769718124363,22069.4250925706,78.759451545019,29.4338914687679,3.96514999254793,15.7518903090038,23.6278354635057,0.527002128150666,0.0258180971894735,0.0175514633764136,0.00826663381305989,20.4121211676875,3397063.86246082,4078107.87810422,2361009.8241656,1717098.05393862,0.3,0.1,0.3,0.4,1591381.39927861,17787.2303229606,3487.49548093205,2263.63677369088,1228.59674650502,871.096474063316,1255.82139939817,188.330122569207,892.14238605752,3692.37741053355,562.194769609973,702.743462012466,156.625661338519,3720,25.737969799599,1887.0210759904,795.690699639303,668.276468148049,0.309948128039015,0.593772432979526,494.937089829721
280,398.769718124363,21315.1720500785,76.0487476410146,28.922935951441,3.90399954697434,15.2097495282029,22.8146242923044,0.527002128150666,0.0260085387703964,0.0177419049573365,0.00826663381305989,20.2626580756053,3280145.39625157,3937749.57533202,2279749.75413959,1657999.82119243,0.3,0.2,0.3,0.4,1399390.02920088,17014.9971469303,3309.89076788603,2263.63677369088,1186.31151048742,841.114942888111,1215.24661860359,185.203467812269,862.139588360347,3246.91248414083,580.174903148176,725.218628935219,185.764223246209,3720,24.9163817941227,1893.26348412811,699.695014600439,653.360998677841,0.308896117821833,0.500634612924035,587.014945458022
280,398.769718124363,20628.0844220724,73.616061947988,28.4565753636636,3.84821356315102,14.7232123895976,22.0848185843964,0.527002128150666,0.0261903823290167,0.0179237485159568,0.00826663381305989,20.1219715516254,3175218.45104827,3811786.85600033,2206823.96926335,1604962.88673698,0.3,0.3,0.3,0.4,1221085.80460691,16310.4135949441,3152.99924223325,2263.63677369088,1148.36317960026,814.208444833154,1178.76362948095,182.347578477993,835.21397077413,2833.20493961888,597.670827128248,747.08853391031,213.246591834515,3720,24.1617375274793,1899.36854485745,610.542902303456,639.686052285252,0.307977918727495,0.436114824625992,673.859230197068
280,398.769718124363,19975.2683148533,71.2626103103973,27.9980126690158,3.79338732388663,14.2525220620795,21.3787830931192,0.527002128150666,0.0263771473963923,0.0181105135833325,0.00826663381305989,19.9794966540902,3073709.04038994,3689926.8191956,2136273.42163956,1553653.39755604,0.3,0.4,0.3,0.4,1053172.68218103,15641.7617117364,3003.67826879618,2263.63677369088,1111.65084897479,788.178338576768,1143.40358080664,179.537433096252,809.165336960453,2443.6071848264,613.506603116896,766.883253896119,238.78537974018,3720,23.4398856302601,1904.87670682364,526.586341090517,626.618761624723,0.307061024413644,0.389471081107194,754.56179997897
280,398.769718124363,19377.9806154527,69.1499299618017,27.5798700065794,3.74341832056386,13.8299859923603,20.7449789885405,0.527002128150666,0.0265547661235075,0.0182881323104476,0.00826663381305989,19.845858393162,2982584.61120263,3580533.74694193,2072940.5903348,1507593.15660713,0.3,0.5,0.3,0.4,896185.873104716,15028.8351533254,2871.55704789348,2263.63677369088,1078.69439547275,764.811283805508,1111.60418059802,176.973223060598,785.781624337296,2079.36103500467,629.145462127283,786.431827659104,263.103133747438,3720,22.7741301025893,1910.3449339359,448.092936552358,614.591845856579,0.306265479771124,0.353473554934066,831.405902641904
