W_S,W_S_max,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,electricity_cost,maintenance_cost,costi_tot,CO2
350,398.7697181,20134.74176,57.46833831,23.97255479,3.770553785,5,6,0.65875266,0.031819624,0.017701861,0.014117763,20.70271688,4543579.918,5454477.693,3732011.053,1722466.64,0.1,0.1,0.3,0.3,2170242.022,16797.15505,2327.107887,2040.943527,343.1858386,794.5138695,1762.143915,154.7776658,492.1537185,5425.605056,547.5867125,684.4833906,285.3511201,2790,30.01683036,1704.989526,1085.121011,568.7983173,3358.908854,901.7095396
300,398.7697181,19941.24469,66.40405637,25.76898453,4.013842148,5,6,0.564645137,0.026280715,0.015908482,0.010372234,21.48515096,3450571.934,4142343.259,2398198.729,1744144.53,0.3,0.1,0.3,0.4,2222151.211,16679.58083,2496.262308,2040.943527,343.1858386,786.9018916,1274.364169,165.8480717,549.6554183,5555.378026,471.6638607,589.5798258,230.9465376,2790,29.65715981,1686.739433,1111.075605,561.3709519,3359.18599,729.7910587
300,398.7697181,20395.00303,67.90059694,26.05774298,4.053013566,5,6,0.564645137,0.026125632,0.015753398,0.010372234,21.61268814,3528337.077,4235698.772,2898109.686,1337589.086,0.1,0.1,0.3,0.3,2314372.826,17138.77378,2579.970547,2040.943527,343.1858386,804.6365275,1388.390311,167.6243011,559.2857162,5785.932065,466.2292508,582.7865635,221.5906741,2790,30.21917931,1688.117754,1157.186413,568.0938255,3413.397993,700.2265303
350,398.7697181,20469.76676,58.415458,24.16929002,3.797160294,5,6,0.65875266,0.031688573,0.01757081,0.014117763,20.78833487,4618461.395,5544371.422,3209899.244,2334472.178,0.3,0.1,0.1,0.4,2317343.276,17158.17955,2385.493441,2040.943527,343.1858386,807.6082676,1675.512105,155.9917696,498.2484713,5793.35819,521.5872048,651.984006,256.8788743,2790,30.44496558,1699.480925,1158.671638,576.1713157,3434.323879,811.7372429
250,398.7697181,20785.15184,83.07408521,28.82257539,4.428818677,5,6,0.470537614,0.021157002,0.013954062,0.00720294,22.24027828,2644521.658,3174695.868,1837981.819,1336714.05,0.3,0.1,0.3,0.4,2451754.682,17587.02671,2932.073186,2040.943527,343.1858386,820.371616,993.1255118,184.5890541,656.9277144,6129.386705,408.1251256,510.156407,176.9976491,2790,30.63610485,1678.232782,1225.877341,570.0534813,3474.163604,559.3125713
300,398.7697181,20677.77897,68.87670928,26.24437259,4.078339404,5,6,0.564645137,0.026027944,0.01565571,0.010372234,21.6938047,3579059.066,4296589.515,2487499.193,1809090.322,0.3,0.1,0.1,0.4,2433036.267,17442.11838,2636.079283,2040.943527,343.1858386,816.2038773,1318.824969,168.7718478,565.5670377,6082.590668,445.6605857,557.0757321,199.0673052,2790,30.57956671,1683.917652,1216.518134,574.1513578,3474.587143,629.0526845
350,398.7697181,20733.13663,59.19674941,24.33038212,3.818953674,5,6,0.65875266,0.031583486,0.017465724,0.014117763,20.85750303,4680232.103,5618525.934,3252830.804,2365695.13,0.1,0.1,0.3,0.4,2390360.521,17427.14756,2433.119114,2040.943527,343.1858386,818.4100134,1696.562052,156.9855865,503.2761124,5975.901303,515.9890786,644.9863482,248.7127986,2790,30.78914755,1699.441828,1195.180261,580.7766945,3475.398783,785.9324436
300,398.7697181,20870.76238,69.51520191,26.3657357,4.094812067,5,6,0.564645137,0.02596546,0.015593226,0.010372234,21.74600979,3612237.231,4336419.245,2510558.51,1825860.735,0.1,0.1,0.3,0.4,2488020.318,17640.65299,2672.512449,2040.943527,343.1858386,823.770292,1330.291096,169.5178915,569.6757631,6220.050796,440.1093885,550.1367356,191.9583498,2790,30.8284281,1683.545335,1244.010159,577.4838874,3505.039381,606.5883853
350,398.7697181,21301.49497,60.80822477,24.65932375,3.863474259,5,6,0.65875266,0.031374893,0.01725713,0.014117763,20.99617265,4807639.077,5771475.483,3948904.278,1822571.205,0.1,0.1,0.1,0.3,2500924.709,18001.04908,2531.971543,2040.943527,343.1858386,840.6894855,1858.621441,159.0140117,513.6460202,6252.311773,510.4458912,638.057364,237.6746762,2790,31.4770188,1701.325219,1250.462355,589.1050024,3540.892576,751.0519768
300,398.7697181,21670.32488,72.15709285,26.86207231,4.16220825,5,6,0.564645137,0.025718121,0.015345887,0.010372234,21.95514756,3749518.525,4501222.719,2605971.048,1895251.671,0.1,0.1,0.1,0.4,2717525.385,18469.09315,2825.341479,2040.943527,343.1858386,855.077873,1377.672837,172.5674089,586.676436,6793.813462,411.2317314,514.0396643,156.8468824,2790,31.81819081,1680.252871,1358.762692,591.2400859,3630.25565,495.6361485
350,398.7697181,21763.82359,62.11728362,24.92333919,3.899225837,5,6,0.65875266,0.031213057,0.017095294,0.014117763,21.1050353,4911136.301,5895721.85,3413312.65,2482409.2,0.1,0.1,0.1,0.4,2685760.678,18491.95346,2614.593441,2040.943527,343.1858386,858.7879107,1775.119054,160.6412064,522.0698658,6714.401695,481.870126,602.3376574,205.4387551,2790,32.07122147,1695.800827,1342.880339,598.6938316,3637.374998,649.1864662
250,398.7697181,22377.76803,89.41290071,29.90199002,4.575845376,5,6,0.470537614,0.020750975,0.013548035,0.00720294,22.6754464,2846307.027,3416935.206,1978225.646,1438709.56,0.1,0.1,0.3,0.4,2731339.232,19192.61999,3650.452957,2040.943527,343.1858386,882.9697994,1063.942857,191.1924292,697.7182433,6828.348079,395.1480372,493.9350465,151.2559571,2790,32.55553514,1684.993892,1365.669616,596.3868788,3647.050386,477.9688245
