W_S,W_S_max,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,electricity_cost,maintenance_cost,CO2
350,398.7697181,16261.62792,46.4221071,21.5457901,3.36192367,7.441869044,9.925266508,0.65875266,18.65030953,3670239.297,4406049.576,2550870.807,1855178.769,0.3,0.4,0.3,0.4,795711.6926,12691.54995,1685.686771,2420.777115,540.5076331,641.7948262,1350.322122,139.76418,479.6781351,1989.279232,780.0779686,975.0974607,542.474563,2790,25.06007508,1817.805118,397.8558463,499.4914693,1714.219619
400,398.7697181,16287.50854,40.6665201,20.16594161,3.175135133,6.067606069,8.165745016,0.752860183,18.10892289,4642123.287,5572777.055,3812952.722,1759824.333,0.1,0.3,0.3,0.3,721386.8741,12658.04218,1568.922397,2420.777115,442.374102,642.5402345,1798.17989,131.1948218,413.4936638,1803.467185,839.4663669,1049.332959,587.3297612,2790,25.1598391,1836.017818,360.6934371,503.3658151,1855.962045
350,398.7697181,16594.76859,47.36680755,21.76391682,3.391497599,7.676155951,10.22428567,0.65875266,18.72649207,3744929.502,4495713.688,3076014.629,1419699.059,0.1,0.4,0.1,0.3,842356.3686,13020.24945,1736.650296,2420.777115,556.921787,654.855688,1468.543652,141.1165759,490.6325548,2105.890921,784.5191413,980.6489266,543.0703827,2790,25.486419,1822.389094,421.1781843,504.2198893,1716.102409
400,398.7697181,16348.15186,40.81682623,20.20317456,3.180168081,6.099126045,8.206024248,0.752860183,18.12303988,4659280.88,5593374.405,3238269.393,2355105.013,0.1,0.4,0.1,0.4,788908.5997,12734.07031,1578.292579,2420.777115,444.5766871,644.9151396,1689.424062,131.4263831,415.1150885,1972.271499,824.0815461,1030.101933,571.7164613,2790,25.24297437,1831.956014,394.4542998,506.0343329,1806.624018
350,398.7697181,16723.95917,47.73186954,21.84762448,3.402849869,7.766433667,10.33939038,0.65875266,18.75552609,3773792.149,4530362.723,3099721.863,1430640.86,0.3,0.3,0.3,0.3,876260.0306,13152.21322,1756.704637,2420.777115,563.2010011,659.9028182,1479.206267,141.6354086,494.8467583,2190.650077,781.7459504,977.182438,538.964139,2790,25.67250293,1822.803009,438.1300153,506.5677192,1703.126679
400,398.7697181,16478.78946,41.13882947,20.28270925,3.190920588,6.172357654,8.299957015,0.752860183,18.15209394,4696037.866,5637500.44,3263816.044,2373684.396,0.3,0.3,0.3,0.4,823934.438,12867.47445,1596.994805,2420.777115,449.65238,650.0029379,1701.945877,131.9209669,418.6947444,2059.836095,821.3150092,1026.643761,567.4960147,2790,25.43481356,1832.390491,411.967219,508.4548501,1793.287406
300,398.7697181,17094.74322,56.92581536,23.85913145,3.676102944,10.22082846,13.46027286,0.564645137,19.0917589,2958051.534,3551082.274,2055889.737,1495192.536,0.3,0.5,0.3,0.4,971056.4174,13552.41793,1973.849661,2420.777115,736.8814656,674.581071,1103.033487,154.0775021,605.595708,2427.641044,752.3252872,940.406609,516.9534745,2790,26.1374814,1817.487815,485.5282087,508.9935747,1633.572979
300,398.7697181,17240.76806,57.40853786,23.96007885,3.689836869,10.35601819,13.63158816,0.564645137,19.12210966,2983135.374,3581194.927,2450291.266,1130903.661,0.3,0.4,0.3,0.3,975449.4776,13692.57279,1998.362227,2420.777115,746.3117473,680.3015057,1185.44283,154.7006588,611.5029729,2438.623694,758.1952698,947.7440872,521.0850663,2790,26.32326574,1820.668734,487.7247388,510.5788537,1646.628809
350,398.7697181,16936.41893,48.33336873,21.98485131,3.421463906,7.913542033,10.52674428,0.65875266,18.80290128,3821348.068,4587452.662,2655893.647,1931559.016,0.3,0.4,0.1,0.4,973843.9396,13380.2223,1790.472874,2420.777115,573.4643379,668.2187911,1402.425801,142.4857722,501.765785,2434.609849,766.196626,957.7457825,521.5898466,2790,25.95928455,1820.15548,486.9219698,511.6475548,1648.223915
350,398.7697181,17120.46926,48.8530503,22.10272614,3.437456462,8.04354998,10.69236701,0.65875266,18.84272432,3862435.296,4636777.066,2684449.88,1952327.186,0.1,0.4,0.3,0.4,1021668.981,13566.27486,1819.225938,2420.777115,582.4942539,675.4036042,1416.573165,143.2160293,507.7919687,2554.172452,764.1944047,955.2430058,517.6234556,2790,26.21381859,1821.325156,510.8344903,514.9450462,1635.69012
400,398.7697181,17315.46224,43.24146561,20.79458237,3.260167388,6.661844795,8.927275468,0.752860183,18.3287453,4936055.85,5925637.275,4054383.399,1871253.876,0.1,0.3,0.1,0.3,988304.5993,13702.95781,1719.925991,2420.777115,484.8818867,683.2255777,1905.444255,135.1020058,442.6889509,2470.761498,822.5044243,1028.13053,558.541993,2790,26.53070168,1840.83519,494.1522996,521.9620641,1764.992698
350,398.7697181,17594.36263,50.2249045,22.41091353,3.479284376,8.39381276,11.1384401,0.65875266,18.94080412,3970897.266,4766983.513,3261620.298,1505363.215,0.3,0.3,0.1,0.3,1100119.079,14038.29615,1895.464669,2420.777115,607.9346481,694.3700686,1551.911476,145.1245019,524.1760602,2750.297697,766.0664766,957.5830957,514.0381541,2790,26.82507055,1826.441427,550.0595394,522.09708,1624.360567
300,398.7697181,17838.67979,59.38123399,24.36826502,3.745388593,10.90286838,14.3234545,0.564645137,19.24394536,3085643.116,3704253.441,2144567.782,1559685.659,0.1,0.5,0.3,0.4,1159771.993,14309.30129,2101.97594,2420.777115,784.2956137,703.6786771,1147.564145,157.2192533,635.479094,2899.429982,739.3785023,924.2231278,496.7042375,2790,27.12379508,1820.704896,579.8859965,522.1000454,1569.58539
400,398.7697181,17364.95112,43.36363252,20.82393635,3.264140727,6.687546623,8.959991519,0.752860183,18.33930695,4950001.324,5942378.54,3440324.418,2502054.122,0.3,0.3,0.1,0.4,1056109.782,13768.72001,1727.953433,2420.777115,486.6586857,685.1558738,1788.321971,135.284321,444.0028342,2640.274455,806.2311102,1007.788888,542.2022956,2790,26.61573624,1836.389058,528.054891,524.5412683,1713.359254
350,398.7697181,17832.41123,50.8987443,22.56075005,3.499628098,8.566154461,11.35766333,0.65875266,18.98881395,4024172.601,4830939.497,3305379.656,1525559.841,0.1,0.3,0.3,0.3,1160839.461,14278.67761,1933.453604,2420.777115,619.9552985,703.6861944,1571.530732,146.0519573,532.0825485,2902.098651,763.7336263,954.6670328,509.1455325,2790,27.15071786,1828.010619,580.4197303,526.3165577,1608.899883
300,398.7697181,18162.12886,60.48225877,24.59314107,3.776004731,11.21768749,14.72165362,0.564645137,19.30478998,3142855.965,3772936.332,2581482.753,1191453.579,0.1,0.4,0.3,0.3,1204093.396,14628.00169,2159.666677,2420.777115,807.3210344,716.7262344,1245.086892,158.605991,649.4031063,3010.23349,744.1271682,930.1589603,497.7690338,2790,27.5423084,1825.22011,602.046698,526.7227928,1572.950147
350,398.7697181,17893.34295,51.07166925,22.59904185,3.504827855,8.607792467,11.41046077,0.65875266,19.00143479,4037844.448,4847352.279,2806361.846,2040990.433,0.1,0.4,0.1,0.4,1221182.497,14353.07048,1943.918752,2420.777115,622.8668675,706.0769572,1476.878937,146.2889316,534.0601044,3052.956242,750.2724705,937.8405882,495.4631838,2790,27.2333587,1824.520758,610.5912483,528.7350046,1565.663661
400,398.7697181,17612.15237,43.97463225,20.97012929,3.283932896,6.831382532,9.144005955,0.752860183,18.38865005,5019747.544,6026107.496,3488799.077,2537308.419,0.1,0.3,0.3,0.4,1120427.992,14017.85611,1764.393672,2420.777115,496.6788807,694.809967,1812.001884,136.1921457,450.9107807,2801.069981,804.2962559,1005.37032,537.3986194,2790,26.95781266,1838.173196,560.2139961,528.9964319,1698.179637
350,398.7697181,18022.35611,51.4363347,22.67957996,3.515765378,8.701658736,11.52979683,0.65875266,19.02684848,4066675.743,4881963.677,2826400.024,2055563.654,0.3,0.3,0.3,0.4,1254880.401,14484.76887,1964.690431,2420.777115,629.3963406,711.1186165,1486.777244,146.7872957,538.3460865,3137.201003,747.5872413,934.4840517,491.4403041,2790,27.41502041,1824.937519,627.4402006,531.0540373,1552.951361
300,398.7697181,18615.57138,61.98008204,24.89579925,3.817223372,11.64311535,15.25897742,0.564645137,19.38946708,3220687.76,3866371.861,2238425.814,1627946.047,0.3,0.4,0.3,0.4,1352686.724,15099.06873,2240.351015,2420.777115,836.9158285,734.4760152,1194.581532,160.4715063,667.8317291,3381.716811,726.5026493,908.1283116,476.0292297,2790,28.14697418,1824.185208,676.3433622,535.6996698,1504.252366
300,398.7697181,19123.56734,63.68766828,25.23641581,3.863628306,12.14216098,15.88906642,0.564645137,19.47765288,3309419.526,3972892.588,2718294.929,1254597.659,0.3,0.3,0.3,0.3,1440618.136,15604.93139,2332.193927,2420.777115,872.6290167,754.711585,1307.114755,162.5697956,689.4274342,3601.545341,728.6359422,910.7949278,472.6435307,2790,28.80099695,1829.613512,720.3090682,543.4373672,1493.553557
350,398.7697181,18840.00837,53.77994241,23.19050289,3.585182599,9.317529226,12.31222679,0.65875266,19.17942516,4251966.796,5104401.916,3492485.522,1611916.395,0.1,0.3,0.1,0.3,1417133.167,15303.55505,2099.012087,2420.777115,673.2806888,743.5200453,1655.271511,149.9470486,566.4615645,3542.832917,746.4533156,933.0666444,481.1335367,2790,28.46504205,1832.335642,708.5665834,544.0791828,1520.381976
350,398.7697181,18889.95406,53.92118839,23.22093633,3.58931912,9.351777376,12.35552585,0.65875266,19.1889818,4263134.031,5117807.96,2962941.45,2154866.509,0.3,0.3,0.1,0.4,1477111.264,15367.59199,2107.956194,2420.777115,675.6560002,745.4728359,1554.124501,150.135164,568.0759889,3692.778161,732.3620737,915.4525921,466.9657454,2790,28.54583992,1828.544436,738.5556321,546.3875188,1475.611755
350,398.7697181,19011.72221,54.2658901,23.29504027,3.599392097,9.446298481,12.47561853,0.65875266,19.21018006,4290386.946,5150524.545,3524043.11,1626481.435,0.3,0.2,0.3,0.3,1461061.616,15478.55251,2127.388128,2420.777115,682.2525649,750.2384962,1669.372605,150.5931702,572.2534307,3652.654041,743.1696942,928.9621178,476.0541736,2790,28.70290356,1832.958284,730.5308082,547.1230182,1504.331189
400,398.7697181,18640.04813,46.54906968,21.57523341,3.365914952,7.449692822,9.933921649,0.752860183,18.58150745,5313622.11,6378898.091,3693046.263,2685851.828,0.1,0.3,0.1,0.4,1387293.352,15062.53946,1921.054253,2420.777115,540.7924345,735.4873772,1911.589401,139.946765,480.5797344,3468.233379,787.5086727,984.3858409,508.7632858,2790,28.30623,1842.865927,693.6466758,547.4220839,1607.691983
350,398.7697181,19125.73747,54.58863971,23.36421189,3.608795572,9.529041257,12.5804183,0.65875266,19.23087557,4315904.278,5181157.597,2999617.556,2181540.041,0.1,0.3,0.3,0.4,1537083.092,15605.75536,2146.900375,2420.777115,688.012523,754.7006595,1572.185456,151.020634,576.0411259,3842.707731,729.9821129,912.4776411,462.0473401,2790,28.8624502,1830.040993,768.5415462,550.5288736,1460.069595
400,398.7697181,18814.59408,46.98054706,21.67499644,3.37944024,7.555018639,10.06829671,0.752860183,18.61244486,5362875.678,6438026.024,3727278.224,2710747.799,0.3,0.2,0.3,0.4,1432987.279,15240.37176,1947.755881,2420.777115,548.1275512,742.3049448,1928.251642,140.5653377,485.5349414,3582.468198,784.2223187,980.2778984,503.5086971,2790,28.55206005,1843.518405,716.4936397,550.5725301,1591.087483
300,398.7697181,19543.22389,65.07470058,25.50974335,3.900878264,12.54685646,16.39932479,0.564645137,19.54891398,3381494.26,4059416.879,2350188.719,1709228.16,0.1,0.4,0.3,0.4,1580720.174,16040.2163,2408.699777,2420.777115,900.7936917,771.1484776,1250.42281,164.2526649,706.7183471,3951.800436,713.0075913,891.2594892,453.1702436,2790,29.35358975,1828.816442,790.3600872,551.7811837,1432.01797
400,398.7697181,19043.1069,47.5462485,21.80510227,3.39708288,7.697450687,10.25013675,0.752860183,18.65158556,5427451.054,6515547.484,4458006.173,2057541.311,0.1,0.2,0.3,0.3,1432192.879,15455.47126,1982.045723,2420.777115,558.0812986,751.2433256,2084.07552,141.3718604,492.1316558,3580.482199,797.635638,997.0445475,513.7759239,2790,28.8340038,1849.724923,716.0964397,552.8128506,1623.53192
300,398.7697181,20301.60438,67.60881064,26.0016943,3.96794932,13.3082789,17.35885565,0.564645137,19.66791557,3513174.906,4217496.886,2885655.764,1331841.122,0.1,0.3,0.3,0.3,1726412.92,16799.21312,2548.842441,2420.777115,954.701601,801.1787359,1382.769897,167.2795989,739.0368541,4316.0323,712.3912687,890.4890859,444.493188,2790,30.32089951,1835.682326,863.2064601,563.6809863,1404.598474
350,398.7697181,20180.83125,57.60455979,24.00094994,3.695397899,10.34876303,13.61933643,0.65875266,19.40609703,4554349.904,5467406.848,3740857.317,1726549.531,0.3,0.2,0.1,0.3,1754942.575,16666.75867,2325.461858,2420.777115,746.0633415,796.3971984,1766.08424,154.9529266,612.6906019,4387.356438,724.0725766,905.0907208,444.4684034,2790,30.20531571,1838.095998,877.4712875,567.4843902,1404.520155
350,398.7697181,20120.64512,57.43357379,23.96530279,3.690547636,10.29839079,13.55538922,0.65875266,19.39709977,4540831.354,5451178.097,3155945.214,2295232.883,0.1,0.3,0.1,0.4,1789221.132,16617.30703,2315.830429,2420.777115,742.5267957,794.0332329,1649.036273,154.7329035,610.5398962,4473.052829,713.3380827,891.6726033,434.7709025,2790,30.14129012,1834.291434,894.6105658,567.914738,1373.876052
300,398.7697181,20505.41681,68.28241765,26.13090462,3.985570867,13.5089071,17.61128459,0.564645137,19.69937949,3548177.729,4259517.082,2466036.205,1793480.877,0.3,0.3,0.3,0.4,1815206.158,17017.09733,2587.36799,2420.777115,968.651678,809.1612659,1308.147279,168.0741998,747.5149112,4538.015394,698.3194761,872.8993451,428.7820452,2790,30.59279676,1833.311696,907.6030789,568.3362252,1354.951263
350,398.7697181,20289.06553,57.91021471,24.06454128,3.704050885,10.42919903,13.72097716,0.65875266,19.4238435,4578515.69,5496417.395,3182136.386,2314281.008,0.3,0.2,0.3,0.4,1832153.559,16788.86365,2344.556942,2420.777115,751.6353569,800.6230283,1661.891572,155.3453925,616.3124704,4580.383899,710.201878,887.7523475,429.8668491,2790,30.37010782,1834.904099,916.0767797,570.8723073,1358.379243
400,398.7697181,20008.6471,49.96588587,22.35305032,3.471429435,8.298686227,11.01578927,0.752860183,18.81096403,5703655.04,6847124.898,3964124.941,2882999.957,0.3,0.2,0.1,0.4,1739917.446,16453.15912,2135.541623,2420.777115,600.9255271,789.4749109,2043.321391,144.7662684,520.4274574,4349.793614,765.4879849,956.8599811,470.9958531,2790,30.09436883,1849.022938,869.9587228,571.7078671,1488.346896
350,398.7697181,20505.65151,58.52391757,24.19171709,3.721358,10.60219786,13.940084,0.65875266,19.45699753,4627036.459,5554665.617,3800560.685,1754104.932,0.1,0.2,0.3,0.3,1835736.84,16994.52596,2380.873755,2420.777115,763.7129858,809.1077752,1792.665338,156.1301451,623.8488985,4589.342101,721.1255568,901.406946,438.0067011,2790,30.63344598,1840.210926,917.8684201,573.0980342,1384.101176
400,398.7697181,20363.90117,50.86889985,22.55413484,3.49872983,8.528851969,11.30861819,0.752860183,18.86582662,5806734.975,6970870.318,4035767.026,2935103.292,0.1,0.2,0.3,0.4,1828020.491,16809.98502,2193.228273,2420.777115,617.6903694,803.7430394,2078.05689,146.0110163,531.2177825,4570.051228,763.9161519,954.8951899,465.1137419,2790,30.56778301,1851.8412,914.0102455,577.9440566,1469.759425
400,398.7697181,20526.94139,51.27445051,22.64386242,3.510914568,8.636757421,11.44603858,0.752860183,18.88985581,5853028.982,7026445.357,4807567.876,2218877.481,0.1,0.2,0.1,0.3,1805868.052,16959.93928,2218.573014,2420.777115,625.2848677,810.1509707,2238.143406,146.5662877,536.08319,4514.67013,777.0021125,971.2526406,475.8290305,2790,30.74252923,1857.305884,902.934026,578.8615268,1503.619736
300,398.7697181,21559.0186,71.79182966,26.7939974,4.07603622,14.59413748,18.97639388,0.564645137,19.84813115,3730538.255,4478437.281,3064193.929,1414243.352,0.3,0.2,0.3,0.3,2027783.432,18074.47145,2786.7708,2420.777115,1045.027789,850.7493394,1463.225565,172.1493009,792.7828972,5069.458579,694.5471565,868.1839457,413.9342974,2790,31.92281221,1841.849104,1013.891716,585.0769365,1308.03238
300,398.7697181,21676.0112,72.17825716,26.86601146,4.085864318,14.71128839,19.1234473,0.564645137,19.86450892,3750618.292,4502542.967,2606735.402,1895807.565,0.1,0.3,0.3,0.4,2096702.645,18203.05245,2809.714872,2420.777115,1053.157515,855.3286797,1378.052021,172.5916012,797.6842167,5241.756613,682.9587566,853.6984457,401.5295738,2790,32.08005997,1839.412576,1048.351323,588.2574262,1268.833453
350,398.7697181,21431.84947,61.17383851,24.73334561,3.795097228,11.34148103,14.87457413,0.65875266,19.59412824,4836545.346,5806176.886,3361470.829,2444706.057,0.3,0.2,0.1,0.4,2118512.569,17949.87622,2544.128693,2420.777115,816.0600257,845.7442858,1749.764045,159.4703043,656.4490529,5296.281421,691.9732452,864.9665565,399.3917559,2790,31.81891953,1839.908265,1059.256284,590.6165867,1262.077949
350,398.7697181,21746.95137,62.06575027,24.91299867,3.819566167,11.59532975,15.19518059,0.65875266,19.6382484,4907061.955,5890830.679,3410480.919,2480349.759,0.1,0.2,0.3,0.4,2196738.562,18267.90528,2599.467268,2420.777115,833.729145,858.0754349,1773.73463,160.5774894,667.4365177,5491.846405,689.0460836,861.3076046,393.0508208,2790,32.22785737,1841.900525,1098.369281,596.0214521,1242.040594
350,398.7697181,21904.30495,62.5126197,25.00252381,3.831761439,11.72742058,15.36214439,0.65875266,19.65913706,4942392.487,5933244.282,4059588.193,1873656.089,0.1,0.2,0.1,0.3,2182007.34,18414.38114,2626.624009,2420.777115,842.9770593,864.2536423,1907.753123,161.1290933,673.058901,5455.018349,699.923811,874.9047637,401.7977414,2790,32.39904873,1846.623655,1091.00367,597.0998166,1269.680863
350,398.7697181,22165.22827,63.27500515,25.15452348,3.852469872,11.94765657,15.64013929,0.65875266,19.693655,5002668.446,6005604.377,4109097.732,1896506.646,0.3,0.1,0.3,0.3,2244496.014,18678.48229,2674.432257,2420.777115,859.0412806,874.7940303,1929.708482,162.0654313,682.7361816,5611.240034,696.7459767,870.9324709,395.7061116,2790,32.74431454,1848.034551,1122.248007,601.5812395,1250.431313
400,398.7697181,21797.44132,54.4471318,23.33390919,3.604675986,9.46065078,12.49207178,0.752860183,19.07108777,6215193.674,7461216.895,4319651.887,3141565.008,0.1,0.2,0.1,0.4,2191584.885,18264.5143,2427.473391,2420.777115,683.5353963,860.2812045,2215.391855,150.8333776,573.8007472,5478.962212,742.9270258,928.6587822,427.5375455,2790,32.38491823,1858.655515,1095.792442,602.9249486,1351.018644
300,398.7697181,22934.32573,76.38654866,27.63811655,4.191274893,16.05223031,20.80692076,0.564645137,20.02173383,3969294.88,4765059.88,2758718.878,2006341.002,0.3,0.2,0.3,0.4,2393748.565,19477.31144,3056.446236,2420.777115,1147.97534,905.1988939,1453.32903,177.330515,852.9269687,5984.371413,667.0142895,833.7678619,372.6684364,2790,33.66086287,1845.999054,1196.874283,609.467234,1177.632259
300,398.7697181,23163.04185,77.14383972,27.77477988,4.209939579,16.30200419,21.120343,0.564645137,20.04801001,4008646.2,4812300.361,3292626.562,1519673.798,0.1,0.2,0.3,0.3,2403424.38,19696.45803,3100.759307,2420.777115,1165.381679,914.1731574,1565.814335,178.1686959,862.9700944,6008.560949,676.5838204,845.7297756,379.4683517,2790,33.93328297,1850.951739,1201.71219,611.9955471,1199.119991
350,398.7697181,23115.07404,65.98993981,25.68850712,3.925246509,12.73722236,16.63556401,0.65875266,19.81496975,5217317.468,6263286.276,3626113.107,2637173.169,0.1,0.2,0.1,0.4,2532625.926,19655.32542,2847.875997,2420.777115,914.7716569,912.3294995,1878.98658,165.3528783,716.7596004,6331.564815,669.7486185,837.1857731,358.8945448,2790,33.93518449,1848.45324,1266.312963,619.333046,1134.106762
350,398.7697181,23387.23593,66.76191042,25.83832627,3.945672566,12.97564593,16.93637184,0.65875266,19.84646838,5278351.252,6336556.125,5002544.309,1334011.816,0.1,0.1,0.3,0.2,2483171.801,19899.90244,2895.731044,2420.777115,931.4229405,923.0024304,2160.27154,166.2746905,726.6729276,6207.929504,697.3334912,871.666864,382.4966223,2790,34.25664036,1859.240531,1241.585901,620.5556128,1208.689326
350,398.7697181,23348.47621,66.65142929,25.8169381,3.942756357,12.93319607,16.88246267,0.65875266,19.84327617,5269616.359,6326070.058,3662461.613,2663608.446,0.3,0.1,0.3,0.4,2590266.43,19892.44026,2890.499166,2420.777115,928.4263328,921.474966,1896.695639,166.1431071,725.0719425,6475.666075,666.03595,832.5449375,352.6950533,2790,34.23928446,1849.427641,1295.133215,623.3172014,1114.516368
300,398.7697181,24156.64142,80.45304116,28.3642453,4.290467812,17.38700968,22.47983093,0.564645137,20.15849645,4180603.129,5018731.248,2905581.249,2113149.999,0.3,0.2,0.1,0.4,2679754.843,20714.55481,3301.158279,2420.777115,1241.559774,953.3888294,1525.853378,181.7819264,906.890904,6699.387107,652.0866085,815.1082607,345.2254254,2790,35.16703786,1852.435798,1339.877421,629.8394002,1090.912344
350,398.7697181,23865.34457,68.12919909,26.10157066,3.981570144,13.38025191,17.44563366,0.65875266,19.90291809,5386452.261,6466329.245,4424330.536,2041998.709,0.3,0.1,0.1,0.3,2657273.457,20401.83639,2985.510368,2420.777115,959.976198,941.9059833,2069.202928,167.8938208,743.952204,6643.183644,673.5081875,841.8852343,354.0662685,2790,34.8516654,1856.315472,1328.636729,630.3042457,1118.849409
300,398.7697181,24486.80258,81.54450864,28.55599913,4.316671326,17.75162121,22.93635353,0.564645137,20.19314838,4237319.349,5086817.946,2944999.864,2141818.083,0.1,0.2,0.3,0.4,2756254.085,21047.11989,3367.771258,2420.777115,1266.885553,966.3232734,1545.284853,182.9565993,921.4366536,6890.635213,649.6826977,812.1033721,339.4050989,2790,35.57986801,1854.646027,1378.127043,635.3050311,1072.520112
350,398.7697181,24358.16589,69.53562879,26.36960917,4.018130814,13.80618461,17.98161869,0.65875266,19.95809976,5497647.85,6599817.347,4515664.501,2084152.846,0.1,0.1,0.3,0.3,2774544.833,20898.0015,3077.497026,2420.777115,989.9389098,961.3507,2109.527244,169.5417,761.9019822,6936.362081,670.1643879,837.7054848,345.2695892,2790,35.47265409,1859.696768,1387.272416,638.5488385,1091.051902
300,398.7697181,24939.96605,83.06469622,28.82094659,4.352882766,18.2699251,23.585236,0.564645137,20.23746539,4316313.267,5181648.58,3545338.502,1636310.078,0.3,0.1,0.3,0.3,2812555.866,21493.11491,3460.568144,2420.777115,1303.610571,984.3382807,1678.884562,184.5790817,942.1269687,7031.389665,656.851138,821.0639226,341.4160978,2790,36.12480039,1860.831587,1406.277933,641.4316205,1078.874869
