W_S,W_S_max,WTO,AR,t_c,lambda,S,b,c_root,S_vert,S_orizz,CL_crociera,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload,ADP
350,447.063628623853,24879.4372048733,10,0.1,0.4,70.8492337162187,26.6175193653012,4.19666672555009,14.3039970472441,18.8474300712648,0.658752660188332,20.4868072476947,5601504.49801357,6724495.19569456,4600970.39705417,2123524.79864039,0.1,0.2,0.1,0.3,2300761.87719858,21305.2361860506,4553.4875062096,2420.77711531044,1027.2732584145,979.512075055659,2147.15443259968,171.065175872959,781.443909383791,270.34105252,82.3280690976055,189.220665541295,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5751.90469299645,784.201018822733,980.251273528417,455.381045049951,2790,35.7874473543073
350,447.063628623853,22813.5539680944,10,0.1,0.4,64.9216543365203,25.4797280865633,4.03595813368102,12.5022459019046,16.5499896379268,0.658752660188332,20.2441626147661,5132856.34451756,6161892.37036922,4216031.62183157,1945860.74853765,0.1,0.2,0.3,0.3,1882949.07863985,19231.6765009135,3995.51736650343,2420.77711531044,898.609199575835,897.559856042914,1977.08488088559,164.067900726859,705.084663551639,270.34105252,75.4401164810956,189.093419667466,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4707.37269659962,791.877467180914,989.846833976143,485.888861017927,2790,33.2695900423087
350,447.063628623853,20528.9133159871,10,0.1,0.4,58.3732830522932,24.1605635390181,3.84987233643317,10.6165463585895,14.1377518663577,0.658752660188332,19.918053906134,4615126.94535168,5540368.48181474,3790778.43492588,1749590.04688887,0.1,0.3,0.1,0.3,1404699.53171737,16935.7379137151,3407.39416759634,2420.77711531044,763.787757267747,807.025177905616,1788.31152816466,155.937925456536,622.901767600989,270.34105252,67.8307926354206,188.953566915278,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3511.74882929343,803.175402272049,1003.96925284006,522.227114140733,2790,30.3911610967207
350,447.063628623853,19292.6704308826,10,0.1,0.4,54.9314261597793,23.4374542473749,3.74799462319449,9.67388174284439,12.9284697045309,0.658752660188332,19.7082524490713,4343005.76840066,5213692.3990404,3567263.22039607,1646429.17864434,0.1,0.3,0.3,0.3,1127933.86153539,15685.0053479409,3110.12824402577,2420.77711531044,699.29741842088,759.439842309587,1688.67460481832,151.473193257254,581.598743162782,270.34105252,63.8312937388491,188.880953489909,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2819.83465383847,817.665082941697,1022.08135367712,549.48487651263,2790,28.8273021959701
350,447.063628623853,20813.3692066825,10,0.1,0.4,59.2590716466849,24.3431862431122,3.87561666580651,10.8672899173966,14.459140320067,0.658752660188332,19.9607856609053,4685159.44303045,5624441.10807977,3848301.81079142,1776139.29728835,0.3,0.2,0.3,0.3,1458316.78559122,17219.0437917325,3484.91882340507,2420.77711531044,783.854565474324,819.271649838284,1813.90560659062,157.064565848677,634.561976973507,270.34105252,68.8600947291742,188.968144015667,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3645.79196397805,804.325414950053,1005.40676868757,519.857470866256,2790,30.7698110506985
350,447.063628623853,18941.8723192109,10,0.1,0.4,53.8570891166036,23.2071301794521,3.71556551155274,9.38306057924075,12.5546852975783,0.658752660188332,19.6462262208329,4258066.19369988,5111724.12208869,3497495.45195542,1614228.67013327,0.3,0.3,0.1,0.3,1058968.16683222,15336.7676047061,3019.73947234106,2420.77711531044,676.317865114238,744.586633974285,1657.51056154659,150.049826677723,567.860090731853,270.34105252,62.582894995696,188.853441365037,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2647.42041708055,815.104714504808,1018.88089313101,551.212569678737,2790,28.3601632516118
350,447.063628623853,17909.3275501982,10,0.1,0.4,50.9857898039403,22.5800331717959,3.62732680538412,8.62966854702989,11.5854805155739,0.658752660188332,19.4442774668515,4031054.62037153,4839201.22493581,3311032.41706134,1528168.80787447,0.3,0.3,0.3,0.3,822151.341657857,14290.2886976809,2780.88651271723,2420.77711531044,624.900997986981,704.889636444974,1574.06414264056,146.171295894311,534.111632162316,270.34105252,59.2463941499749,188.79333066078,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2055.37835414464,829.03885251738,1036.29856564672,575.705761519013,2790,27.0312393434842
350,447.063628623853,30334.9537328591,10,0.1,0.4,82.9629944599808,28.8032974605306,4.50584432207031,18.2412250233615,23.8476615803021,0.658752660188332,20.7156506882815,6559246.47678828,7874245.47033407,4558773.6933513,3315471.77698277,0.1,0.1,0.1,0.4,3675118.80761704,26897.1874307396,5777.42626892628,2420.77711531044,1393.78276123467,1146.99276789032,2330.71371259937,184.471022617858,968.254924217941,270.34105252,96.4044744337439,189.498078897715,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,9187.7970190426,647.766302119511,809.707877649389,274.381191666642,2790,42.1878951858702
350,447.063628623853,28024.1991512762,10,0.1,0.4,84.5756420953287,29.0818916329954,4.54528772890249,18.7326175644034,24.467805614388,0.658752660188332,20.9473525563218,6686746.13358478,8027306.28281486,4647387.84794544,3379918.43486941,0.1,0.1,0.3,0.4,3394982.51718543,24498.342240317,4086.78465237258,2420.77711531044,1326.86772529404,1169.28877432314,2373.37131950845,186.176412773806,958.757667512506,270.34105252,98.2783996547958,189.514595035015,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,8487.45629296356,735.856910959197,919.821138698996,355.341211264473,2790,39.95597852379
350,447.063628623853,26683.056462417,10,0.1,0.4,75.9527250876426,27.559521963859,4.32984687971429,15.9161298273862,20.8975877318275,0.658752660188332,20.669356878719,6004998.34506219,7208881.56670131,4173563.01230076,3035318.55440055,0.1,0.2,0.1,0.4,2727534.79418889,23132.0555111965,5054.24462969718,2420.77711531044,1140.05712469937,1050.07104014807,2144.77821792428,176.848397671217,847.783475375254,270.34105252,88.2584167983095,189.330822531538,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,6818.83698547224,761.000951220433,951.251189025541,413.078399142396,2790,37.9727131425595
350,447.063628623853,24649.6211163089,10,0.1,0.4,70.2002891068378,26.4953371570995,4.17940063266879,14.0974563131659,18.5841686184125,0.658752660188332,20.4624124034859,5550197.43429897,6662902.08199156,3857469.62641616,2805432.45557539,0.1,0.2,0.3,0.4,2314321.87954562,21089.230101878,4492.56449353555,2420.77711531044,1012.8464258942,970.54002525395,1991.54943660669,170.314411219504,772.982952654804,270.34105252,81.5739839249186,189.207273045303,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5785.80469886404,770.391014430835,962.988768038544,444.565338050434,2790,35.5388952808706
350,447.063628623853,22302.8500410459,10,0.1,0.4,63.4994403894107,25.1990952991195,3.99634809560474,12.0802191920979,16.0107251176034,0.658752660188332,20.1766429152786,5020412.81614036,6026906.14182516,3489261.45053036,2537644.69129481,0.1,0.3,0.1,0.4,1828591.17675234,18732.0502371855,3866.3536668151,2420.77711531044,869.707900793222,877.896968880949,1812.22766972082,162.339952364375,687.34856764813,270.34105252,73.7874785912038,189.063689611755,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4571.47794188084,780.799803860441,975.999754825552,480.689380581414,2790,32.6393385770182
350,447.063628623853,20959.355943908,10,0.1,0.4,59.665266823548,24.4264747402379,3.8873597544521,10.9777380514858,14.600395833267,0.658752660188332,19.9840765990036,4717274.1744245,5662994.20699219,3278575.5935218,2384418.6134704,0.1,0.3,0.3,0.4,1541724.96960928,17378.7715554189,3521.85175340435,2420.77711531044,791.389443444886,824.887504284495,1709.17795359662,157.578267618543,639.413823914304,270.34105252,69.3321007458073,188.981883507647,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3854.31242402319,790.584388489081,988.230485611351,505.016757623114,2790,30.9656495612201
350,447.063628623853,27656.4544268576,10,0.1,0.4,83.6265753902702,28.9182598698937,4.52211980880539,18.4197465011003,24.0719561307466,0.658752660188332,20.9076000967062,6611710.72193031,7937227.75741933,4595237.12271646,3341990.63470288,0.3,0.1,0.1,0.4,3290728.91010839,24121.4393094059,4035.57707734256,2420.77711531044,1312.52417389873,1156.16724595511,2348.27171174318,185.174842630584,948.390148872664,270.34105252,97.1755672715232,189.489865541463,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,8226.82227527099,745.01511745174,931.268896814675,367.743424156186,2790,39.5100097297112
350,447.063628623853,27119.3624475288,10,0.1,0.4,77.2366739105489,27.7914868099116,4.36265793370667,16.334985839904,21.4296939688464,0.658752660188332,20.7078809898528,6106510.31251037,7330744.67288159,4244115.33693145,3086629.33595015,0.3,0.1,0.3,0.4,2809369.5658494,23567.6639841315,5182.28574620201,2420.77711531044,1170.82898568678,1067.82247189892,2178.89595273583,178.271150057998,865.185413046564,270.34105252,89.7503881558744,189.353560844935,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,7023.42391462351,761.698463397272,952.123079246591,408.708306945427,2790,38.508873022018
350,447.063628623853,24134.4283101892,10,0.1,0.4,68.69079776475,26.208929349508,4.13893472986103,13.6317288273314,17.9907000095104,0.658752660188332,20.4056814271899,5430853.55294826,6519632.11638446,3774523.85685416,2745108.2595303,0.3,0.2,0.1,0.4,2213916.31569014,20576.1084794297,4349.21515512284,2420.77711531044,978.68409570215,949.670412842286,1951.23511793817,168.553942340905,753.122622828629,270.34105252,79.8199281504919,189.170014399756,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5534.79078922534,768.319830759511,960.399788449388,448.46847933278,2790,34.898238451186
350,447.063628623853,22524.5174588939,10,0.1,0.4,64.1145942403658,25.3208598274951,4.0135331525013,12.2600426781967,16.240455793604,0.658752660188332,20.2067006060653,5069048.30423748,6085292.08191775,3523063.83689975,2562228.245018,0.3,0.2,0.3,0.4,1877190.90467223,18956.191075147,3922.67814398202,2420.77711531044,881.950006685093,886.401805843264,1828.72975419156,163.089800049834,694.943184928258,270.34105252,74.5022983018861,189.072418605407,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4692.97726168058,778.32638374694,972.907979683675,475.921886066229,2790,32.9275475242304
350,447.063628623853,20659.4975454285,10,0.1,0.4,58.8309133903183,24.255084702041,3.86319626594165,10.7435293260924,14.300419471975,0.658752660188332,19.9372655545986,4651308.25970636,5583803.43302084,3232728.30332785,2351075.12969299,0.3,0.3,0.1,0.4,1475533.62499532,17077.6192650882,3448.36133325032,2420.77711531044,775.38332349164,813.352146196986,1686.7073748635,156.521094297594,629.290683445999,270.34105252,68.3625672237103,188.960278951076,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3688.83406248831,791.878280340247,989.847850425309,509.484715456307,2790,30.577303710832
350,447.063628623853,19528.2532251165,10,0.1,0.4,55.5876731479966,23.5770382253574,3.76765277886421,9.84781743827061,13.1516256765864,0.658752660188332,19.7507232660312,4394890.17509771,5275978.60155787,3054513.92721772,2221464.67434016,0.3,0.3,0.3,0.4,1229542.60831032,15937.0006940068,3167.22123562714,2420.77711531044,711.191820327782,768.512766401339,1599.19660993875,152.335500469156,589.354523428722,270.34105252,64.5938644055616,188.891451753465,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3073.8565207758,801.252531109721,1001.56566388715,531.103609096564,2790,29.143584253474
300,447.063628623853,27685.7477213018,10,0.2,0.4,91.9972434331302,30.3310473662105,4.72223095834555,21.3713642197042,27.8067279968917,0.564645137304285,19.6445118511569,4780477.63330922,5738868.70745404,3926594.37878434,1812274.3286697,0.1,0.1,0.3,0.3,3569509.19933922,24242.12145464,3677.95992889883,2420.77711531044,1524.2704011237,1090.19386750712,1848.71005943763,193.81427649237,1065.14734124117,270.34105252,106.902432346536,189.503748365546,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,8923.77299834805,653.626266661739,817.032833327174,300.229042281346,2790,39.6831385630479
300,447.063628623853,22091.8448766881,10,0.2,0.4,73.3222577817883,27.078082979005,4.26176779673531,15.0239929737088,19.7612797604479,0.564645137304285,19.1247156419808,3810064.30485441,4573906.7285167,3129515.13003774,1444391.59847896,0.1,0.2,0.3,0.3,2464120.24531316,18649.7797542776,2171.65652287085,2420.77711531044,1074.78913663545,868.885608812194,1492.60018266382,173.893812627126,811.470802308045,270.34105252,85.2017670258817,189.134907172224,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,6160.30061328291,652.065122410519,815.081403013148,360.670098913186,2790,32.8637877929949
300,447.063628623853,19650.5789815726,10,0.2,0.4,65.2702126540021,25.5480356689124,4.04560120757088,12.5712551750499,16.6365023009624,0.564645137304285,18.7904828029999,3391653.70689169,4071613.09350743,2785840.53766298,1285772.55584445,0.1,0.3,0.3,0.3,1824479.3056997,16164.9305136474,1829.18439774352,2420.77711531044,903.474264613602,773.465375565537,1337.67724529746,164.488365917914,708.772642974431,270.34105252,75.8451474424906,188.978408964125,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4561.19826424924,695.648467925217,869.560584906521,429.118107987018,2790,29.7296670761166
300,447.063628623853,20711.5131324468,10,0.2,0.4,68.7178508924149,26.2140898931118,4.13966375518591,13.6000460691881,17.9485135864271,0.564645137304285,18.9472001644612,3570804.2647935,4286679.78966806,2932991.43503604,1353688.35463202,0.3,0.2,0.3,0.3,2108574.8970825,17248.3142241392,1973.67233262807,2420.77711531044,973.635231873214,814.32133686776,1404.12563910957,168.585670224079,751.797127109173,270.34105252,79.8513643657743,189.041878376255,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5271.43724270625,673.198908307537,841.498635384421,396.210480481084,2790,31.1007644174808
300,447.063628623853,18576.296664274,10,0.2,0.4,61.6640427588097,24.8322457218049,3.9445871567422,11.5218640309843,15.2955863872069,0.564645137304285,18.6185849336186,3204265.3256473,3846657.0535982,2631923.24719877,1214733.80639943,0.3,0.3,0.3,0.3,1543590.14455153,15073.3652086167,1682.14865859221,2420.77711531044,827.921870181511,730.73082728445,1267.97539594724,160.079860132835,663.126671540715,270.34105252,71.6547139157391,188.905448764042,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3858.97536137884,712.931455657331,891.164319571663,457.625654604377,2790,28.319867220144
300,447.063628623853,28601.0734238142,10,0.2,0.4,95.012292208683,30.8240640099068,4.79210349069011,22.4498153453263,29.1680160259387,0.564645137304285,19.7112153158133,4937149.42799558,5926950.09363215,3431392.15947124,2495557.9341609,0.1,0.1,0.3,0.4,3859366.021924,25186.3301423535,3803.4913308333,2420.77711531044,1599.1210868628,1125.92396312981,1783.95663677197,196.824947985938,1106.78100748193,270.34105252,110.405972623635,189.563740975069,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,9648.41505481,624.743281460666,780.929101825832,262.365674261382,2790,40.7944144638828
