W_S,W_S_max,WTO,S,b,c_root,AR_vert,S_vert,AR_orizz,S_orizz,CL_crociera,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload,ADP
300,447.063628623853,24589.1202563039,81.8842645939074,28.6154267125108,4.32479294618875,1.5,17.8172124371392,4,23.0165157735313,0.564433129961166,19.8044020166966,4254974.17969569,5108012.22052304,2957270.23293439,2150741.98758865,0.3,0.1,0.1,0.4,3033054.73706317,21257.9660556918,2867.73790446088,2420.77711531044,1271.37421496307,970.349555537027,1551.33066096789,183.320578681191,924.956192478658,270.34105252,95.1509711522906,189.262733913826,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,7582.63684265792,541.15420061202,676.442750765025,236.661711371071,2790,35.9472876264038
300,447.063628623853,23341.8089514041,77.7416676162971,27.8821928148231,4.22461081867933,1.5,16.4501626769847,4,21.3041743235265,0.564433129961166,19.6720866147263,4039711.29293675,4849593.38887966,2807659.33040401,2041934.05847565,0.3,0.1,0.3,0.4,2723518.73338951,19989.2927258619,2655.82509038751,2420.77711531044,1175.79008942717,921.257708301345,1477.51997586735,178.827351443408,869.908585238903,270.34105252,90.3371998194588,189.183491023927,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,6808.79683347377,562.516225542192,703.14528192774,270.377593517391,2790,34.4075686880736
300,447.063628623853,21795.6666005592,72.5804619844422,26.9407613078105,4.09606643535748,1.5,14.8018090694068,4,19.2356406434399,0.564433129961166,19.4867337261518,3771518.16928163,4527632.85628047,2621261.12732027,1906371.7289602,0.3,0.2,0.1,0.4,2337085.22755432,18417.4855546812,2399.3423798824,2420.77711531044,1059.57730174578,860.094989315399,1385.2568325272,173.050649270732,802.179187745218,270.34105252,84.339787122121,189.084957307507,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5842.71306888581,588.18104587791,735.226307347388,311.444048649566,2790,32.4526916610796
300,447.063628623853,20843.8675870959,69.4061110934446,26.3450395887812,4.01477911869276,1.5,13.8197209838586,4,18.0010071873489,0.564433129961166,19.3583805060266,3606568.51570077,4329614.06446671,2506618.66890178,1822995.39556493,0.3,0.2,0.3,0.4,2095557.20714705,17447.8926387863,2245.73416084377,2420.77711531044,990.351602174423,822.477518276914,1328.3324475331,169.390678990807,761.191106196234,270.34105252,80.6511349548885,189.024571069466,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5238.89301786762,605.974948309592,757.46868538699,338.612849435871,2790,31.2456363749244
300,447.063628623853,19655.2242945366,65.4497403789083,25.5831468703341,3.91088374899733,1.5,12.6302999992329,4,16.5032446618177,0.564433129961166,19.1803585089592,3400982.55459892,4082812.19039486,2363733.3733865,1719078.81700836,0.3,0.3,0.1,0.4,1790459.81116802,16236.9828186052,2058.9410471174,2420.77711531044,906.683996114074,775.592852676778,1257.17994334614,164.704472567375,710.881246461071,270.34105252,76.0537618503785,188.949569672826,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4476.14952792005,628.241475931392,785.301844914239,372.529304091517,2790,29.7038350802095
300,447.063628623853,18898.2833544349,62.9173014775184,25.0833214462356,3.84276887716367,1.5,11.8888502899693,4,15.568035329382,0.564433129961166,19.0560587462713,3269388.74728429,3924836.43131367,2272273.72339213,1652562.70792155,0.3,0.3,0.3,0.4,1594883.50161096,15464.898788304,1942.11517915056,2420.77711531044,854.046190849398,745.582432572866,1211.50962338962,161.626848468727,678.950732242213,270.34105252,73.1110228266342,188.901603897536,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3987.2087540274,643.38456613086,804.230707663575,395.091593653084,2790,28.721592362356
350,447.063628623853,23969.9160665629,68.4149864878692,26.1562586177513,3.98902887091143,1.5,13.4364547446439,4,17.5150338037731,0.658505318288027,19.5732039413017,5409047.27464411,6493454.11121742,4442889.6550435,2050564.45617392,0.1,0.1,0.1,0.3,2906756.40184333,20599.090152952,2539.80350222144,2420.77711531044,963.488424600494,945.857160579651,2077.40010130016,168.230098163388,746.834437992218,270.34105252,79.4994305435326,189.239592063754,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,7266.89100460832,580.825913610812,726.032392013515,267.406421115171,2790,35.1974991025506
350,447.063628623853,22282.332752585,63.6108034788504,25.2211822638929,3.86155254872466,1.5,12.0202771174867,4,15.7306155766909,0.658505318288027,19.3707842162172,5029217.43989829,6037475.91824525,4130904.57564149,1906571.34260376,0.1,0.1,0.3,0.3,2473615.37508704,18880.6865026348,2279.88861423574,2420.77711531044,864.159162577239,879.436623994166,1939.37473948101,162.47597964751,686.41714014002,270.34105252,73.9168844808855,189.132519481574,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,6184.03843771761,611.646249950129,764.557812437662,315.850685066216,2790,33.097601474214
350,447.063628623853,20287.2415143337,57.9088788147689,24.0642637150545,3.7040131145686,1.5,10.4129178775875,4,13.6995754959854,0.658505318288027,19.0902372946215,4578410.07081485,5496290.6012183,3760619.8850441,1735670.7161742,0.1,0.2,0.1,0.3,1956438.95280865,16850.1561631376,1983.5239783999,2420.77711531044,750.570450872236,800.604558893069,1774.88524996505,155.343679532434,615.987581771904,270.34105252,67.2911466554899,189.005734146766,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4891.09738202163,647.08535119611,808.856688995138,372.207353123718,2790,30.5346006437946
350,447.063628623853,19109.6794069921,54.5456706872973,23.3550145980038,3.60754520170651,1.5,9.50389406746033,4,12.547810595561,0.658505318288027,18.898939074871,4312507.04737148,5177079.2885612,3542212.14480503,1634867.14375617,0.1,0.2,0.3,0.3,1646219.17643291,15648.7786707835,1814.96482940296,2420.77711531044,686.292758758066,754.106592699196,1677.48830122358,150.963800202737,575.253824327818,270.34105252,63.3830390220728,188.931183185763,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4115.54794108228,670.900736208588,838.625920260735,408.23257008132,2790,29.0149404341853
350,447.063628623853,17678.4152269598,50.4646307023225,22.4643341103899,3.4865368807564,1.5,8.44101577360623,4,11.1977342132363,0.658505318288027,18.6353493284432,3989850.57484034,4789736.58444219,3277188.18935518,1512548.39508701,0.1,0.3,0.1,0.3,1265080.15329716,14189.0711834292,1617.07075982831,2420.77711531044,611.239269768738,697.684386258606,1558.89278390858,145.455194876159,526.70022699308,270.34105252,58.6407980090104,188.840979664761,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3162.70038324289,699.344043530577,874.180054413221,451.473637935556,2790,27.1110417244004
350,447.063628623853,16799.3016582511,47.9464397434708,21.896675488181,3.40950284888349,1.5,7.80734895319731,4,10.3908528753149,0.658505318288027,18.4540039800667,3790756.56573131,4550728.17014563,3113656.11641543,1437072.0537302,0.1,0.3,0.3,0.3,1028998.58022888,13290.8891712901,1498.63588548563,2420.77711531044,566.055090512406,662.86933880197,1485.47139828724,141.939393467864,497.075230754153,270.34105252,55.7146153477877,188.78536718177,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2572.49645057221,718.412486961026,898.015608701282,479.613317248288,2790,25.9418593418399
350,447.063628623853,21885.441169864,62.4794323520217,24.9958861319261,3.83085720103261,1.5,11.6948778101611,4,15.3199674957038,0.658505318288027,19.3188148235424,4939768.61845815,5930094.37990174,4057432.99677487,1872661.38312686,0.3,0.1,0.1,0.3,2372076.39738892,18479.1759479744,2220.14254978769,2420.77711531044,841.272325996981,863.794809450789,1906.79708661799,161.088198581766,672.339009294429,270.34105252,72.6022111186066,189.102362774809,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5930.19099347229,616.265221889583,770.331527361979,324.704528552502,2790,32.5830692972965
350,447.063628623853,20488.7991809472,58.4793208612191,24.18249798123,3.7201032967787,1.5,10.5698355589009,4,13.8981437427247,0.658505318288027,19.1210430086142,4623510.54009932,5550432.82124768,3797664.56190631,1752768.25934137,0.3,0.1,0.3,0.3,2009754.93400935,17056.1500596963,2012.6094442001,2420.77711531044,761.49511029005,808.491203486117,1791.37641196195,156.073263691418,622.90317665997,270.34105252,67.9540104544752,189.013703049729,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5024.38733502338,642.649121250902,803.311401563627,365.715097313128,2790,30.8090641563926
350,447.063628623853,18831.2823940713,53.7571469003046,23.1855875276657,3.58451451905044,1.5,9.29517349324917,4,12.2830004539289,0.658505318288027,18.8504087350029,4250164.53062216,5102238.33207943,3491005.17458066,1611233.15749877,0.3,0.2,0.1,0.3,1572789.5668334,15366.7533636985,1776.23903695453,2420.77711531044,671.731569978842,743.204886940985,1654.60987949565,149.916664777,565.854764358865,270.34105252,62.4667603636379,188.909482866419,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3931.97391708349,674.529030372807,843.161287966009,414.782325231547,2790,28.639291253654
350,447.063628623853,17826.7955976531,50.8845208339138,22.5575975746341,3.49920002715442,1.5,8.54821212253486,4,11.3340714037486,0.658505318288027,18.6644811153002,4023048.06107147,4829589.5090894,3304455.97990327,1525133.52918613,0.3,0.2,0.3,0.3,1305251.3485621,14341.0382104791,1637.1179967689,2420.77711531044,618.710509230749,703.489548914214,1571.11674470674,146.032446962184,531.621299976854,270.34105252,59.1287178064991,188.846173828647,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3263.12837140525,695.757387173969,869.696733967461,446.390697186609,2790,27.3217117203074
350,447.063628623853,16589.2431605833,47.3523172129049,21.7605875869437,3.39104612922565,1.5,7.66055331048932,4,10.2037062641571,0.658505318288027,18.4081009445923,3743783.86253079,4494338.3703851,3075073.62184244,1419264.74854266,0.3,0.3,0.1,0.3,972500.69714054,13077.995525615,1471.19034972586,2420.77711531044,555.828152315179,654.655353220366,1468.12033581519,141.095938933121,490.214484042044,270.34105252,55.0242344052812,188.768533427549,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2431.25174285135,721.247634968309,901.559543710386,484.638009205475,2790,25.6485738727091
350,447.063628623853,15819.4477225972,45.1420475337208,21.2466579804262,3.32138630869416,1.5,7.12239724635445,4,9.5167724661274,0.658505318288027,18.2314073846275,3569034.82291008,4284555.60973599,2931538.04876673,1353017.56096926,0.3,0.3,0.3,0.3,764230.863891385,12291.0560423215,1370.26490318623,2420.77711531044,517.197905848736,624.097502561252,1403.47020504725,137.908565888547,464.517583786593,270.34105252,52.4558617450903,188.719953650283,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1910.57715972846,738.391680275705,922.989600344632,509.721178229011,2790,24.610158647008
350,447.063628623853,24678.2772695692,70.4408285175211,26.5406911209036,4.04147131144502,1.5,14.0454192197575,4,18.2808635977224,0.658505318288027,19.6504655298421,5569215.03717508,6685732.33754512,3870687.14278928,2815045.19475584,0.1,0.1,0.1,0.4,3147044.13534781,21334.9376430271,2652.84141476174,2420.77711531044,1006.44341044715,973.865626959704,1997.96938877009,170.593112358061,772.629047522776,270.34105252,81.8534949963122,189.285407962637,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,7867.61033836952,553.339626542135,691.674533177668,232.966982405149,2790,36.0921760158594
350,447.063628623853,23136.6337278872,66.0544233129959,25.7010550976017,3.92695715836879,1.5,12.7293628772069,4,16.6244240085133,0.658505318288027,19.477256244045,5222415.68318809,6269406.58245869,3629656.44247608,2639750.1399826,0.1,0.1,0.3,0.4,2749896.07608249,19764.8317601605,2411.65612627323,2420.77711531044,914.258558943567,913.22102022585,1880.71330729219,165.430092934126,717.022156946679,270.34105252,76.7564141695144,189.187492290075,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,6874.74019020622,581.801967726651,727.252459658314,277.525043948888,2790,34.187640157724
350,447.063628623853,21273.5372354405,60.7282916479831,24.6431109334806,3.78280907074891,1.5,11.1935798354322,4,14.6866457682419,0.658505318288027,19.2357741000879,4801319.37891356,5763888.81022036,3336988.25854863,2426900.55167173,0.1,0.2,0.1,0.4,2266153.16064006,17868.5436102675,2129.08777880742,2420.77711531044,805.780374433741,839.58436858472,1737.78280874441,158.914063039122,650.528739974499,270.34105252,70.5673544896814,189.068819714719,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5665.38290160015,614.993625172957,768.742031466196,330.278412890184,2790,31.817537164927
350,447.063628623853,20156.3890123138,57.536997329824,23.9868708525777,3.69348222790769,1.5,10.3075531331169,4,13.5660285987481,0.658505318288027,19.0705219713577,4549008.25937126,5460994.3089691,3161628.28414001,2299366.0248291,0.1,0.2,0.3,0.4,1971704.02525599,16728.90973345,1965.21514361755,2420.77711531044,743.177264273055,795.463114170056,1651.82615409145,154.86602866239,611.398629131227,270.34105252,66.8590137588761,188.997921726333,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4929.26006313998,637.479278863812,796.849098579765,364.371073021477,2790,30.3913474877252
350,447.063628623853,18780.9629991705,53.6141626696689,23.1547322743471,3.58032087839691,1.5,9.25450724293424,4,12.2312323471115,0.658505318288027,18.8420144196636,4238859.86620957,5088667.30637403,2946070.54579549,2142596.76057854,0.1,0.3,0.1,0.4,1605500.50200613,15326.2480866274,1769.71465982644,2420.77711531044,668.872297535052,741.228064443014,1545.81244967135,149.725929275468,564.08541098176,270.34105252,62.3006101457428,188.911008854189,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4013.75125501532,664.714912543054,830.893640678817,405.858043565346,2790,28.5857861333559
350,447.063628623853,17926.282832759,51.1661441855196,22.6199346120893,3.50766507648697,1.5,8.61765820641287,4,11.4222265046484,0.658505318288027,18.6842542947274,4045313.85546361,4856319.15421802,2811553.19454727,2044765.95967074,0.1,0.3,0.3,0.4,1376123.07560726,14453.1860662541,1651.05761961804,2420.77711531044,623.546597294699,707.383114384459,1479.44369047323,146.418222059924,534.869943672603,270.34105252,59.4559691476127,188.856819706335,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3440.30768901816,683.096766504809,853.870958131011,433.078767802152,2790,27.4643989101972
350,447.063628623853,22752.5617210991,64.9382851273564,25.4829914114015,3.89723195071516,1.5,12.4010825977722,4,16.2106405499342,0.658505318288027,19.431059440094,5134171.21335646,6163470.8443655,3568325.22568529,2595145.61868021,0.3,0.1,0.1,0.4,2653125.97891909,19376.9439114257,2351.65401698359,2420.77711531044,890.528604294491,897.789785941652,1850.81299117328,164.087989148135,702.7916327399,270.34105252,75.4594417557003,189.158101212153,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,6632.81494729774,585.617809673337,732.022262091671,285.562660193711,2790,33.693956503257
350,447.063628623853,21463.3597112619,61.2659260046776,24.7519546712331,3.79763156865224,1.5,11.3452375288402,4,14.8782430857478,0.658505318288027,19.2623373139538,4843825.99626632,5814917.16238453,3366530.98874894,2448386.17363559,0.3,0.1,0.3,0.4,2316379.03885687,18062.5053143199,2157.12779331289,2420.77711531044,816.345988653568,847.017443434313,1752.23979804685,159.585006618965,657.126574598213,270.34105252,71.1920951699332,189.076616463884,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5790.94759714219,610.854396941999,763.567996177499,324.196934215874,2790,32.0725213922465
