W_S,AR,lambda,t_c,W_S_max,WTO,CL_crociera,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,S,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload
350,10,0.4,0.2,447.063628623853,12872.1041367775,0.658505318288027,17.8028107589085,2905561.87166761,3488069.47379065,2386573.85048834,1101495.62330231,0.3,0.3,0.3,0.3,673386.935314534,36.7502752511784,9478.18433120549,909.534699539254,2420.77711531044,515.952573931498,508.078318347646,1156.41347866955,124.995957576557,410.146315507223,270.34105252,42.7044731683869,188.512113586288,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1683.46733828634,603.919805571973,754.899756964967,414.965528254605,2790
350,10,0.4,0.2,447.063628623853,12954.8290715035,0.658505318288027,17.8344835576549,2924061.4223822,3510277.81798583,2401769.03335872,1108508.7846271,0.3,0.4,0.1,0.3,455497.89142959,36.9842622081981,9501.29779649009,916.063715336533,2420.77711531044,519.237615252022,511.313261647466,1163.34007839147,125.375740072782,412.627734387704,270.34105252,42.9763701721374,188.516880350899,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1138.74472857397,663.531275013401,829.414093766751,471.682419723782,2790
350,10,0.4,0.2,447.063628623853,13015.270846847,0.658505318288027,17.8574400828229,2937571.12605573,3526495.94964674,2412865.6497583,1113630.29988844,0.3,0.4,0.3,0.3,300020.92850536,37.1551363284176,9518.17917992156,920.836223776666,2420.77711531044,521.636588907129,513.675650416606,1168.39688824186,125.652292800133,414.439845086089,270.34105252,43.1749289375401,188.520360876452,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,750.0523212634,707.091666925396,883.864583656745,513.126041242705,2790
350,10,0.4,0.2,447.063628623853,12331.3328212327,0.658505318288027,17.5837348435159,2781880.541802,3339592.48715726,1933448.28203842,1406144.20511885,0.1,0.1,0.1,0.4,1794451.26653583,35.1859227724669,9252.45671418046,863.454570179338,2420.77711531044,493.989971409182,486.450665143419,1041.36491404661,122.423772660341,393.556443038077,270.34105252,40.8866677779118,188.4833090465,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4486.12816633957,288.876107052291,361.095133815363,116.369418474218,2790
350,10,0.4,0.2,447.063628623853,12377.4320539738,0.658505318288027,17.602353868429,2792110.11368589,3351872.88557729,1940557.98638685,1411314.89919044,0.1,0.1,0.3,0.4,1674339.15420375,35.3153089631724,9264.93673180716,867.002253571843,2420.77711531044,495.806478569182,488.23946815344,1044.95182604746,122.638751838378,394.928576513291,270.34105252,41.0370168316694,188.485959402818,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4185.84788550937,322.495322166667,403.119152708334,148.37587220537,2790
350,10,0.4,0.2,447.063628623853,12441.7609681058,0.658505318288027,17.6281641233207,2806375.34381741,3368998.01178561,1950472.53313903,1418525.47864657,0.1,0.2,0.1,0.4,1502435.50264909,35.4957391715142,9282.34117231734,871.952432629069,2420.77711531044,498.339614165383,490.733970301488,1049.95253352283,122.937856958493,396.84202900351,270.34105252,41.2466799413532,188.489654916133,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3756.08875662272,369.41979578845,461.774744735563,193.048018967675,2790
350,10,0.4,0.2,447.063628623853,12488.6561563732,0.658505318288027,17.646854656755,2816767.45684407,3381473.53762793,1957695.20599512,1423778.33163281,0.1,0.2,0.3,0.4,1380173.59211317,35.627181223358,9295.02084852948,875.560701668701,2420.77711531044,500.184984424738,492.5511965589,1053.59458210221,123.155253425733,398.235964773643,270.34105252,41.3994179423014,188.492346754165,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3450.43398028292,403.63530784368,504.5441348046,225.620293958311,2790
350,10,0.4,0.2,447.063628623853,12554.0984035172,0.658505318288027,17.6727629150412,2831259.50546249,3398870.95493696,1967767.3949635,1431103.55997346,0.1,0.3,0.1,0.4,1205241.63176823,35.8104802888068,9312.70387268625,880.595431373497,2420.77711531044,502.758397112702,495.085362013392,1058.67220498276,123.457720129013,400.179841336561,270.34105252,41.6124147149446,188.496100144302,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3013.10407942059,451.394530830945,564.243163538681,271.084555749585,2790
350,10,0.4,0.2,447.063628623853,12601.8070913328,0.658505318288027,17.6915235929016,2841816.96056135,3411544.97066189,1975104.98301478,1436439.98764711,0.1,0.3,0.3,0.4,1080778.05730868,35.9440136286467,9325.58660259509,884.265338255071,2420.77711531044,504.633127843974,496.931501321891,1062.37030362848,123.677558569579,401.595955101502,270.34105252,41.7675828297221,188.498834165791,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2701.94514327171,486.220488737747,607.775610922184,304.236119019572,2790
350,10,0.4,0.2,447.063628623853,12668.3871869092,0.658505318288027,17.7175279225735,2856539.72332406,3429219.35573116,1985337.52173909,1443881.83399207,0.1,0.4,0.1,0.4,902744.948392006,36.1302308244542,9343.55292871917,889.38607946115,2420.77711531044,507.247509391609,499.506011323947,1067.52611161291,123.983420843028,403.570778277256,270.34105252,41.9839705217189,188.502646408463,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2256.86237098001,534.834258190055,668.542822737569,350.51133946269,2790
350,10,0.4,0.2,447.063628623853,12716.9272692407,0.658505318288027,17.7363573163025,2867265.35087354,3442095.2591519,1992791.99214058,1449303.26701133,0.1,0.4,0.3,0.4,776026.64516444,36.2658912516262,9356.64213761993,893.118683624688,2420.77711531044,509.152103196733,501.381558637501,1071.28118222324,124.2057256998,405.009449687005,270.34105252,42.1416103497905,188.50542332209,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1940.0666129111,570.285131620794,712.856414525993,384.255964234493,2790
350,10,0.4,0.2,447.063628623853,12793.4215633878,0.658505318288027,17.7724153754558,2887958.95848834,3466937.52519609,2007174.35669247,1459763.16850362,0.1,0.5,0.1,0.4,594782.640262816,36.5276291905769,9382.48337875616,900.911172564917,2420.77711531044,512.826752226547,505.0001669428,1078.52377654212,124.633408689676,407.785166212929,270.34105252,42.4457544878867,188.510780210209,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1486.95660065704,620.938184631683,776.172730789604,432.219908034174,2790
350,10,0.4,0.2,447.063628623853,12843.2788924493,0.658505318288027,17.7917093710124,2899115.71890128,3480330.99507957,2014928.47083554,1465402.52424403,0.1,0.5,0.3,0.4,465486.118752559,36.6687426943316,9396.1271248955,904.826015989777,2420.77711531044,514.807904067754,506.951105206523,1082.42730648244,124.863326279716,409.281667201564,270.34105252,42.6097308878892,188.513667900751,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1163.7152968814,657.151767553806,821.439709442257,466.678422683812,2790
350,10,0.4,0.2,447.063628623853,12387.5767428399,0.658505318288027,17.6064373885199,2794360.48841559,3354574.41586505,1942122.03023766,1412452.38562739,0.3,0.1,0.1,0.4,1643265.34947248,35.3437722671349,9267.67979481054,867.782854298093,2420.77711531044,496.206086867124,488.632981912567,1045.7407981796,122.685989303975,395.230428294915,270.34105252,41.070091696879,188.484163378309,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4108.1633736812,329.896948029353,412.371185036691,155.422361557057,2790
350,10,0.4,0.2,447.063628623853,12434.0809067122,0.658505318288027,17.6250931536968,2804672.84589171,3366954.19674875,1949289.27180191,1417664.92494684,0.3,0.1,0.3,0.4,1522050.98610408,35.4742055507732,9280.26149870671,871.361393435278,2420.77711531044,498.037294605286,490.436261473672,1049.35579686863,122.902201736013,396.613666133407,270.34105252,41.2216574912391,188.486826084096,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3805.12746526021,363.81940800551,454.774260006887,187.716556875033,2790
350,10,0.4,0.2,447.063628623853,12498.976216112,0.658505318288027,17.6509537693952,2819053.6009893,3384218.00839052,1959284.11012083,1424933.89826969,0.3,0.2,0.1,0.4,1348598.58459,35.6560969478588,9297.80782439491,876.354634321339,2420.77711531044,500.590944444937,492.950965245394,1054.39568577843,123.203021912595,398.54261445033,270.34105252,41.4330185282195,188.490538834587,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3371.496461475,411.168391717125,513.960489646406,232.791525175509,2790
350,10,0.4,0.2,447.063628623853,12546.2852649879,0.658505318288027,17.6696803535002,2829529.92848775,3396794.63203812,1966565.31328523,1430229.31875289,0.3,0.2,0.3,0.4,1225207.91377984,35.7886041654623,9310.59091938751,879.994296320533,2420.77711531044,502.451269014475,494.782917924634,1058.06628720422,123.42166428823,399.947846245081,270.34105252,41.5869942707164,188.493243240535,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3063.0197844496,445.694345600375,557.117932000469,265.658391757685,2790
350,10,0.4,0.2,447.063628623853,12612.3063854416,0.658505318288027,17.6956379955824,2844139.48946198,3414333.12060262,1976719.17508573,1437613.94551689,0.3,0.3,0.1,0.4,1048690.00789746,35.9733895566589,9328.41823653263,885.07283375431,2420.77711531044,505.045548854861,497.337632541395,1063.18373946782,123.725863472712,401.907485211254,270.34105252,41.8017181803015,188.49701417089,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2621.72501974365,493.888148908948,617.360186136185,311.535060158625,2790
350,10,0.4,0.2,447.063628623853,12660.4380423921,0.658505318288027,17.7144340014707,2854782.60299503,3427109.96758107,1984116.29702062,1442993.67056045,0.3,0.3,0.3,0.4,923070.55054893,36.108006325857,9341.40613324053,888.774674565432,2420.77711531044,506.935490306657,499.198750780273,1066.91086143053,123.94696035413,403.335088685277,270.34105252,41.9581452592539,188.499760979899,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2307.67637637233,529.031909151573,661.289886439466,344.988221144813,2790
350,10,0.4,0.2,447.063628623853,12727.6097383133,0.658505318288027,17.7404866924281,2869624.88631274,3444927.83470917,1994431.90430531,1450495.93040386,0.3,0.4,0.1,0.4,743413.445798792,36.2957352476192,9359.51918141405,893.939974454856,2420.77711531044,509.571095610906,501.794161122519,1072.1071526828,124.254572360714,405.325943632093,270.34105252,42.1762896036848,188.503591067396,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1858.53361449698,578.090556899298,722.613196124122,391.685650672867,2790
350,10,0.4,0.2,447.063628623853,12785.2584240733,0.658505318288027,17.7692460359338,2886131.91024797,3464744.18997355,2005904.53103732,1458839.65893623,0.3,0.4,0.3,0.4,615517.475862292,36.5045202262194,9380.2466388644,900.270236993893,2420.77711531044,512.502315754721,504.680678309074,1077.88444555506,124.59571287838,407.540096909942,270.34105252,42.4189014604846,188.507850123761,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1538.79368965573,615.011785208884,768.764731511104,426.580672331365,2790
350,10,0.4,0.2,447.063628623853,12854.2536992814,0.658505318288027,17.7959419324353,2901571.09230174,3483278.62221097,2016634.99180635,1466643.63040462,0.3,0.5,0.1,0.4,432263.297667178,36.6997988728942,9399.12744871865,905.687857458333,2420.77711531044,515.243914822948,507.380466597817,1083.28627652276,124.913864369445,409.611016276497,270.34105252,42.6458187194789,188.511833072284,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1080.65824416794,665.126250562793,831.407813203491,474.26633552062,2790
350,10,0.4,0.2,447.063628623853,12904.5776372617,0.658505318288027,17.815283259975,2912827.63626946,3496791.88027547,2024458.45700159,1472333.42327388,0.3,0.5,0.3,0.4,301724.796655188,36.8421744640749,9412.89477653279,909.640919815697,2420.77711531044,517.242785640449,509.348853824356,1087.22364780975,125.145268601654,411.12090163325,270.34105252,42.8112616875072,188.514736641043,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,754.311991637969,701.682860728923,877.103575911154,509.050079012821,2790
300,10,0.4,0.3,447.063628623853,12055.6160641311,0.564433129961166,14.7737225090241,2086291.84621203,2504552.03626894,1450003.81047149,1054548.22579745,0.1,0.2,0.3,0.4,1911967.77986289,40.1493561043313,8911.96289362617,643.320685007082,2420.77711531044,563.673699914881,475.77492332184,795.454381176452,130.394648043924,446.193382030601,270.34105252,46.6542655467716,188.650507705539,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4779.91944965723,353.65317050493,442.066463131162,167.109918315613,2790
300,10,0.4,0.3,447.063628623853,12136.4913914756,0.564433129961166,14.7992793036164,2100109.57291728,2521139.94347812,1459607.33569786,1061532.60778026,0.1,0.3,0.3,0.4,1694553.59747733,40.4152694428935,8932.01672223514,648.015018722588,2420.77711531044,567.406969136301,478.926063544991,800.382608509871,130.806745879364,449.013378441017,270.34105252,46.9632615734445,188.656275548484,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4236.38399369331,414.474669240493,518.093336550617,224.831224123232,2790
300,10,0.4,0.3,447.063628623853,12218.4216444922,0.564433129961166,14.8249138242984,2114095.20990278,2537929.4236528,1469327.56106215,1068601.86259065,0.1,0.4,0.3,0.4,1474241.92154509,40.6844141077191,8952.31459389382,652.77019591409,2420.77711531044,571.185604306447,482.115496251953,805.368716532862,131.222412704879,451.867642889708,270.34105252,47.27601245868,188.662111956121,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3685.60480386272,476.107050598378,595.133813247973,283.320025863401,2790
300,10,0.4,0.3,447.063628623853,12301.4247848382,0.564433129961166,14.8506252040854,2128251.0395091,2554923.2166976,1479166.07282492,1075757.14387267,0.1,0.5,0.3,0.4,1250979.37348409,40.9568340209963,8972.85978297413,657.587048859527,2420.77711531044,575.010222067401,485.343741948296,810.41346229432,131.641678678893,454.756641169078,270.34105252,47.5925692408421,188.668017836693,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3127.44843371022,538.565001864063,673.206252330079,342.590270447154,2790
300,10,0.4,0.3,447.063628623853,12096.8504736088,0.564433129961166,14.7867842166333,2093338.32766857,2513011.19768135,1454901.21971026,1058109.9779711,0.3,0.2,0.3,0.4,1799535.76397542,40.28496114626,8922.18792381059,645.714098541707,2420.77711531044,565.577516143278,477.381877262788,797.967824839584,130.604978690975,447.631466082876,270.34105252,46.811841016206,188.651920354096,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4498.83940993855,384.662549798211,480.828187247764,196.538968518289,2790
300,10,0.4,0.3,447.063628623853,12178.2631347149,0.564433129961166,14.8123808714613,2107241.65110798,2529701.86207441,1464564.23593781,1065137.62613659,0.3,0.3,0.3,0.4,1580637.53559125,40.5525217393842,8942.36615438173,650.439447610073,2420.77711531044,569.333911864441,480.552538097413,802.925562042475,131.018898170365,450.468931537819,270.34105252,47.1227511819638,188.657712998099,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3951.59383897812,445.896980333141,557.371225416426,254.651106523452,2790
300,10,0.4,0.3,447.063628623853,12260.7398725158,0.564433129961166,14.8380548137875,2121314.04965852,2546595.49778934,1474344.76187804,1072250.7359113,0.3,0.4,0.3,0.4,1358814.53004007,40.8233360751991,8962.79009940276,655.226065166568,2420.77711531044,573.135988247984,483.761757064575,807.941566401892,131.436402085145,453.340902756023,270.34105252,47.4374422545714,188.663574546921,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3397.03632510017,507.949773113086,634.937216391357,313.537842923317,2790
300,10,0.4,0.3,447.063628623853,12344.298795463,0.564433129961166,14.8638051568151,2135557.81593388,2563694.85706349,1484244.39093149,1079450.46613199,0.3,0.5,0.3,0.4,1134012.87029412,41.0974482735929,8983.46304631866,660.074786180115,2420.77711531044,576.98436471158,487.010057012893,813.016597985885,131.857520509598,456.247847626489,270.34105252,47.7559655021235,188.6695059109,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2835.03217573531,570.835749144373,713.544686430467,373.213252098836,2790
300,10,0.4,0.3,447.063628623853,12138.3585827571,0.564433129961166,14.7998663666373,2100428.4450627,2521522.74317251,1459828.95657356,1061693.78659895,0.5,0.2,0.3,0.4,1686346.18261868,40.4214059339801,8932.47637318419,648.123322648133,2420.77711531044,567.493121916094,478.998782519482,800.496314060301,130.816239141164,449.078455593335,270.34105252,46.9703922851783,188.653344141419,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4215.86545654669,415.882209572908,519.852761966135,226.167042408313,2790
300,10,0.4,0.3,447.063628623853,12220.3132398843,0.564433129961166,14.8255026598601,2114417.95973462,2538316.87843292,1469551.87698748,1068765.00144544,0.5,0.3,0.3,0.4,1465949.9795249,40.6906252224078,8952.77985891695,652.879904108675,2420.77711531044,571.272804758383,482.189099545524,805.483758423224,131.231988174745,451.933511421244,270.34105252,47.2832298843662,188.659161721704,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3664.87494881225,477.533380967321,596.916726209151,284.673629537871,2790
300,10,0.4,0.3,447.063628623853,12303.3411996454,0.564433129961166,14.8512157918474,2128577.71960696,2555315.38968422,1479393.1203435,1075922.26934073,0.5,0.4,0.3,0.4,1242601.46093885,40.9631207711483,8973.330737202,657.698180456244,2420.77711531044,575.098484397422,485.41824155214,810.529857956267,131.651337046547,454.823311810564,270.34105252,47.5998745562811,188.665048547455,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3106.50365234713,540.010462443391,675.013078054239,343.961982549599,2790
300,10,0.4,0.3,447.063628623853,12387.4607179605,0.564433129961166,14.8770048560287,2142910.02754998,2572521.04147656,1489354.28717064,1083166.75430592,0.5,0.5,0.3,0.4,1016246.2485782,41.2389368974712,8994.13230848972,662.578989307361,2420.77711531044,578.970783022003,488.68673372723,815.635375736625,132.074315744445,457.748326743516,270.34105252,47.9203777983783,188.671005531082,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2540.61562144549,603.328409470759,754.160511838449,404.046304001911,2790
350,10,0.4,0.3,447.063628623853,12617.4063681638,0.658505318288027,15.2825391501338,2845767.67904838,3416287.72995004,2697069.26048687,719218.469463165,0.1,0.3,0.3,0.2,979528.53561152,35.9939833068883,9206.62086139491,621.179765081542,2420.77711531044,505.334673177472,497.622347462413,1204.26399808335,123.759714947512,402.125880805992,270.34105252,41.8256484841726,188.662432473371,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2448.8213390288,620.785506768866,775.981883461083,415.444187318401,2790
350,10,0.4,0.3,447.063628623853,12774.7232310371,0.658505318288027,15.3301011096854,2880589.30331247,3458090.40013501,2730071.36852764,728019.031607372,0.1,0.4,0.3,0.2,560485.675588995,36.434415943645,9247.14122880391,629.602476412603,2420.77711531044,511.518092241001,503.711464783655,1218.17415211143,124.481281075596,406.796644827833,270.34105252,42.3374390378572,188.673277434854,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1401.21418897249,737.582002233223,921.977502791529,526.420323988006,2790
350,10,0.4,0.3,447.063628623853,12697.4048873033,0.658505318288027,15.3068370432562,2863483.5558209,3437555.28910072,2713859.43876373,723695.850336993,0.3,0.3,0.3,0.2,763043.269607165,36.2180581593478,9227.23279913901,625.463349580643,2420.77711531044,508.480554292366,500.72025134234,1211.34201076516,124.127391899744,404.502182359788,270.34105252,42.0860274462122,188.664630573675,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1907.60817401791,680.172088164273,850.215110205341,471.872309913691,2790
350,10,0.4,0.3,447.063628623853,12856.632581852,0.658505318288027,15.3545139944327,2898692.68817264,3479823.15506919,2747228.80663357,732594.34843562,0.3,0.4,0.3,0.2,338723.643732395,36.663392095582,9268.20335275787,633.985909564437,2420.77711531044,514.73278476108,506.877131504545,1225.40251833082,124.854616930551,409.224924394494,270.34105252,42.6035133970221,188.675552995833,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,846.809109330986,798.429229094105,998.036536367631,584.232546090445,2790
350,10,0.4,0.3,447.063628623853,12177.7341804062,0.658505318288027,15.1447327584893,2748104.33354474,3299044.81818096,2257241.19138697,1041803.62679399,0.1,0.1,0.3,0.3,1881157.89211583,34.7587128195489,9023.66150098621,596.159064844718,2420.77711531044,487.992191166431,480.544360040504,1097.36005766314,121.711003892009,389.025904855085,270.34105252,40.3902422179136,188.632275427324,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4702.89473028957,364.072679420036,455.090849275045,172.58960201142,2790
350,10,0.4,0.3,447.063628623853,12304.8684328363,0.658505318288027,15.1853399553234,2776395.50971296,3333007.81478146,2280479.03116626,1052528.7836152,0.1,0.2,0.3,0.3,1540372.57371232,35.1165467109899,9055.85759350305,602.943797641967,2420.77711531044,493.015971697789,485.491520281795,1107.98370493336,122.308332210263,392.820713700874,270.34105252,40.8060515611455,188.641100596776,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3850.93143428079,459.010839333251,573.763549166564,262.820457343621,2790
350,10,0.4,0.3,447.063628623853,12434.5818432303,0.658505318288027,15.2261286241404,2805219.06605775,3367609.9232386,2304154.15800536,1063455.76523324,0.1,0.3,0.3,0.3,1192511.29541913,35.4811142804222,9088.65891324493,609.86487528702,2420.77711531044,498.134289167113,490.531776752823,1118.8012217941,122.913642394086,396.686932833438,270.34105252,41.2296855579109,188.650088579353,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2981.27823854782,555.92292998534,694.903662481675,354.921345793218,2790
350,10,0.4,0.3,447.063628623853,12511.0849933825,0.658505318288027,15.2498866108278,2822198.55297296,3387993.46095194,2318100.78907238,1069892.67187956,0.1,0.4,0.1,0.3,985175.318075982,35.6958750892842,9107.98127001022,613.945948413662,2420.77711531044,501.149406505815,493.50091016154,1125.17081944826,123.268701972582,398.964459464344,270.34105252,41.47924143571,188.655381729219,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2462.93829518996,613.10372337227,766.379654215337,409.260694309776,2790
350,10,0.4,0.3,447.063628623853,12566.942212965,0.658505318288027,15.2670951039803,2834586.09666899,3402864.4617875,2328275.68438092,1074588.77740658,0.1,0.4,0.3,0.3,837372.119424074,35.8525558486767,9122.07788104528,616.925152089727,2420.77711531044,503.349113597575,495.66706949486,1129.81650866832,123.527036015885,400.626050347515,270.34105252,41.66130726351,188.659242688798,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2093.43029856019,654.864331919724,818.580414899656,448.944908265492,2790
350,10,0.4,0.3,447.063628623853,12645.0135701272,0.658505318288027,15.2909545359921,2851886.19594335,3423632.88828734,2342485.66040712,1081147.22788021,0.1,0.5,0.1,0.3,625706.186724785,36.071371843065,9141.76451297087,621.088344424673,2420.77711531044,506.42116339177,498.692267772516,1136.30271143034,123.886833929514,402.946581999116,270.34105252,41.9155753389815,188.664633804878,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1564.26546681196,713.24905715632,891.561321445399,504.425005898562,2790
350,10,0.4,0.3,447.063628623853,12702.0190016869,0.658505318288027,15.3082355122325,2864507.84407657,3438784.92686263,2352852.84469548,1085932.08216714,0.1,0.5,0.3,0.3,474747.474590092,36.2310136140912,9156.12706430826,624.127508663469,2420.77711531044,508.662441371458,500.899364509263,1141.03351272849,124.148613712862,404.639574248698,270.34105252,42.101081914939,188.668566280006,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1186.86868647523,755.891937378658,944.864921723322,544.945227715942,2790
350,10,0.4,0.3,447.063628623853,12242.4405739451,0.658505318288027,15.1654789510717,2762508.39579941,3316336.60960314,2269072.41709688,1047264.19250625,0.3,0.1,0.3,0.3,1704847.5528328,34.9408990114025,9040.05092705464,599.612286771828,2420.77711531044,490.549979753842,483.063138327154,1102.76968029852,122.015524410592,390.957979454399,270.34105252,40.6019458116551,188.633991347573,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4262.118882082,412.389646890448,515.487058613059,218.511673765899,2790
350,10,0.4,0.3,447.063628623853,12370.8856013621,0.658505318288027,15.2061794075884,2791070.48790776,3350624.83542348,2292532.78213185,1058092.05329162,0.3,0.2,0.3,0.3,1360443.51631768,35.3021595155985,9072.55499836161,606.46639880741,2420.77711531044,495.621867943134,488.057673078432,1113.4920003015,122.616922411801,394.789127341023,270.34105252,41.0217369398247,188.642870659402,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3401.10879079421,508.330603000509,635.413253750637,309.692522206045,2790
350,10,0.4,0.3,447.063628623853,12501.9442588558,0.658505318288027,15.2470594914675,2820170.6158271,3385558.96257755,2316435.07965832,1069123.88291923,0.3,0.3,0.3,0.3,1008860.48316896,35.6702252316682,9105.67063067316,613.45831216069,2420.77711531044,500.78929736466,493.146293069041,1124.41017895224,123.226354341881,398.692444127334,270.34105252,41.449435845171,188.651913933061,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2522.1512079224,606.273628182589,757.842035228237,402.770149476682,2790
350,10,0.4,0.3,447.063628623853,12579.2444161073,0.658505318288027,15.270869649911,2837313.26562851,3406138.37410385,2330515.72965,1075622.64445385,0.3,0.4,0.1,0.3,799312.649826622,35.8870497656351,9125.17836824198,617.581176047242,2420.77711531044,503.833388208255,496.143958455959,1130.8391285598,123.583830125333,400.991856450096,270.34105252,41.7013898082298,188.65723970798,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1998.28162456656,664.06604786527,830.082559831588,457.689013097957,2790
350,10,0.4,0.3,447.063628623853,12635.685193107,0.658505318288027,15.2881154280983,2849819.94963641,3421152.4005239,2340788.48456898,1080363.91595491,0.3,0.4,0.3,0.3,649893.637500476,36.045237441572,9139.41032003351,620.590894763233,2420.77711531044,506.054251535292,498.330951629667,1135.52814063052,123.843921302943,402.669428100792,270.34105252,41.8852066998434,188.661124492142,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1624.73409375119,706.274873073478,882.843591341848,497.797931100496,2790
350,10,0.4,0.3,447.063628623853,12714.5744500122,0.658505318288027,15.3120258435107,2867286.57351898,3442120.73651739,2355135.24077505,1086985.49574233,0.3,0.5,0.1,0.3,435952.965668283,36.2661596809683,9159.28608700237,624.796737158852,2420.77711531044,509.155871789187,501.385269756235,1142.07487473336,124.206165140529,405.012296365496,270.34105252,42.141922269458,188.666548910174,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1089.88241417071,765.288363009859,956.610453762324,553.873836779712,2790
350,10,0.4,0.3,447.063628623853,12772.1787206376,0.658505318288027,15.3293432224462,2880029.80757292,3457418.73658214,2365602.29345094,1091816.4431312,0.3,0.5,0.3,0.3,283332.482227302,36.4273393012129,9173.78670798699,627.867040144441,2420.77711531044,511.418740280976,503.613628001871,1146.84985627486,124.469723429189,406.721597421921,270.34105252,42.3292158535463,188.670505701101,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,708.331205568255,808.392012650653,1010.49001581332,594.830696689527,2790
350,10,0.4,0.3,447.063628623853,12001.1437164949,0.658505318288027,15.087272260299,2708744.99334012,3251794.7098921,1882617.98993753,1369176.71995457,0.1,0.1,0.1,0.4,2088313.22324265,34.260886013543,8910.56781902552,585.305521522039,2420.77711531044,481.002991216899,473.661757832561,1015.6980151298,120.874622006373,383.746478807727,270.34105252,39.8117586192391,188.620273011806,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,5220.78305810662,300.575897469333,375.719871836666,113.310070269948,2790
350,10,0.4,0.3,447.063628623853,12044.7301224263,0.658505318288027,15.1015715724488,2718466.97225294,3263465.75300473,1889374.90963432,1374090.84337041,0.1,0.1,0.3,0.4,1972345.03501704,34.3838520410492,8921.3821871753,587.622096365697,2420.77711531044,482.729363004983,475.361799180853,1019.11224516557,121.081799845653,385.050526803384,270.34105252,39.9546473292248,188.623308600853,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4930.86258754261,333.347935250997,416.684919063746,144.462392828824,2790
