W_S,AR,lambda,t_c,W_S_max,WTO,CL_crociera,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,S,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_elec,W_antiice,W_instr,W_avionics,W_engine_sys,W_furn,W_services,W_crew,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload
300,9,0.4,0.1,447.063628623853,13764.205430675,0.564433129961166,18.7167357026279,2382062.77121286,2859619.17312469,1655568.99496692,1204050.17815776,0.3,0.5,0.3,0.4,693797.711226358,45.8412789360899,10365.6481673796,1775.9984973533,2420.77711531044,643.584998962122,543.225743297349,900.534487541345,132.102196050636,506.555912322288,270.34105252,53.2683810652008,188.531549908262,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1734.49427806589,608.557263295453,760.696579119316,416.292823784061,2790
350,9,0.4,0.1,447.063628623853,13723.7721752565,0.658505318288027,18.4460984983604,3097663.25977265,3718683.38508121,2935802.67243254,782880.712648677,0.1,0.2,0.1,0.2,1250694.3632572,39.1800217858622,10446.3559361661,1635.53677458917,2420.77711531044,550.064807649558,541.670351423038,1304.70117965834,122.550259796039,435.913644604279,270.34105252,45.5278818364093,188.544635730179,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3126.73590814301,487.416239090367,609.270298862958,290.571069504018,2790
350,9,0.4,0.1,447.063628623853,13914.8918161373,0.658505318288027,18.5139373567623,3140411.61395222,3770001.93751767,2976317.31909289,793684.618424772,0.1,0.3,0.1,0.2,797375.288135965,39.7207136905684,10511.894909592,1661.82763790295,2420.77711531044,557.655808751738,549.145599042051,1321.70439435584,123.355770166165,441.647652678703,270.34105252,46.1561754418062,188.555470373625,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1993.43822033991,612.996906545378,766.246133181722,410.0249146723,2790
350,9,0.4,0.1,447.063628623853,13367.6025618978,0.658505318288027,18.3114457292193,3015199.46497624,3619687.23286463,2476628.10669685,1143059.12616778,0.1,0.1,0.1,0.3,1769103.20569193,38.1369990278283,10240.5046510473,1579.88457820504,2420.77711531044,535.421372382785,527.250217683982,1197.42986672094,120.979826410272,424.852445307014,270.34105252,44.3158708492794,188.524072608933,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4422.75801422981,337.097910850478,421.372388563098,149.06205417212,2790
350,9,0.4,0.1,447.063628623853,13432.5185413666,0.658505318288027,18.3353595712322,3029618.46984987,3636996.96260488,2488471.60599282,1148525.35661207,0.1,0.1,0.3,0.3,1615038.55898123,38.319374217674,10262.123865319,1588.60783806836,2420.77711531044,537.981814392513,529.771614182219,1202.81812486497,121.256023445993,426.786524219695,270.34105252,44.5277940620477,188.527731204134,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,4037.59639745308,380.394676047616,475.49334505952,190.269575857426,2790
350,9,0.4,0.1,447.063628623853,13523.3492718887,0.658505318288027,18.368530580359,3049779.23344233,3661199.55995478,2505031.2778638,1156168.28209098,0.1,0.2,0.1,0.3,1393371.29771116,38.5743726117959,10292.3625612536,1600.81875948428,2420.77711531044,541.561844117361,533.297050648283,1210.3497287413,121.641056346084,429.490768241352,270.34105252,44.8241067292408,188.532846066583,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3483.42824427791,440.986710635158,551.233388293947,247.935470726314,2790
350,9,0.4,0.1,447.063628623853,13589.7434613794,0.658505318288027,18.3925663990537,3064505.31709415,3678877.93168565,2517127.00589018,1161750.92579547,0.1,0.2,0.3,0.3,1235708.86067468,38.7606318110418,10314.4575918528,1609.74823465949,2420.77711531044,544.176815368937,535.872145541922,1215.84937560622,121.921458025272,431.466036861273,270.34105252,45.0405432299798,188.536581680631,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,3089.2721516867,485.285869526577,606.607336908221,290.093643413698,2790
350,9,0.4,0.1,447.063628623853,13693.1103822003,0.658505318288027,18.4350933293369,3090805.64652573,3710450.95621336,2538729.60161967,1171721.35459369,0.1,0.3,0.1,0.3,1009695.28866897,39.0932849736649,10354.8740826287,1626.65670364238,2420.77711531044,548.847073055682,540.471186024672,1225.66806660049,122.420502417695,434.993805455292,270.34105252,45.4270921186759,188.543252434685,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2524.23822167242,548.236299571665,685.295374464581,349.741736741884,2790
350,9,0.4,0.1,447.063628623853,13761.6641993255,0.658505318288027,18.4596667856913,3106147.48189348,3728868.52568245,2551331.09651957,1177537.42916288,0.1,0.3,0.3,0.3,848041.056082256,39.2873323550409,10377.9613109749,1636.03402527459,2420.77711531044,551.571385872425,543.153955972076,1231.39356591927,122.710587960382,437.051667320702,270.34105252,45.6525786255042,188.547143150896,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,2120.10264020564,593.702888350527,742.128610438159,392.995348506136,2790
350,9,0.4,0.1,447.063628623853,13857.6438536019,0.658505318288027,18.493770307989,3127617.16055966,3754642.44965146,2568965.88660363,1185676.56304783,0.1,0.4,0.1,0.3,615570.555175438,39.5588862352836,10410.284261766,1649.17483416916,2420.77711531044,555.383845031295,546.908279728162,1239.40341750824,123.115286798752,439.931481367112,270.34105252,45.9681290618842,188.552587222283,1090.43605748,120.65557042,979.30592683,171.214514054338,274.42338385,1538.9263879386,657.359591835901,821.699489794876,453.550927278846,2790
