W_S,W_S_max,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_battery,Wbatt/MTOW,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,electricity_cost,maintenance_cost,DOC,PREE,CO2
330,398.7697181,28050.07367,84.95323188,30.5693564,4.093733667,16.99064638,25.48596956,0.621109651,0.029160556,0.017677948,0.011482607,21.29965064,5719144.513,6865719.704,4462717.807,2529475.68,0.1,0.1,0.4,0.35,3344701.279,23432.41437,3791.377851,2185.311504,1325.215733,1107.392754,2165.038513,195.2698089,960.6968077,7760.490007,0.276665584,897.659301,1122.074126,360.1002701,3720,32.12278222,1724.232336,1672.350639,646.7786982,0.266272875,0.478300113,1137.916853
300,398.7697181,28252.64222,94.115449,32.17561094,4.286409791,18.8230898,28.2346347,0.564645137,0.026289716,0.016799957,0.009489758,21.47779558,4890546.522,5871004.228,3522602.537,2472001.78,0.2,0.15,0.3,0.4,3324674.473,23652.0156,4136.543888,2185.311504,1468.140422,1115.295839,1813.261532,205.0675891,1062.106684,7714.023129,0.273037228,880.6266224,1100.783278,360.1364583,3720,31.97096609,1725.568273,1662.337236,645.7095382,0.266302835,0.478252051,1138.031208
310,398.7697181,28024.2918,90.34872326,31.52516385,4.208358945,18.06974465,27.10461698,0.583466642,0.027245487,0.017112534,0.010132953,21.41516681,5131165.671,6159862.75,3695917.65,2593626.421,0.2,0.12,0.4,0.4,3302767.203,23420.52894,3989.837232,2185.311504,1409.381925,1106.347441,1897.061534,201.1026678,1020.415553,7663.193134,0.273448235,883.7628654,1104.703582,360.3652319,3720,31.81449495,1724.136332,1651.383601,643.7884412,0.265926277,0.477948439,1138.754133
290,398.7697181,28756.96449,99.11018431,33.01835894,4.387586743,19.82203686,29.73305529,0.545823633,0.025320576,0.016452924,0.008867652,21.55652554,4699052.41,5641119.34,3666727.571,2078307.125,0.3,0.1,0.4,0.35,3389431.526,24154.14877,4338.496291,2185.311504,1546.055078,1135.335937,1798.99147,210.1994843,1117.389753,7864.274654,0.273473741,882.8157132,1103.519641,360.6233166,3720,32.51197017,1728.997282,1694.715763,651.3802375,0.267324764,0.477606389,1139.56968
310,398.7697181,28205.8508,90.93141682,31.6266594,4.220535614,18.18628336,27.27942505,0.583466642,0.027215237,0.017082284,0.010132953,21.43896959,5164258.526,6199590.067,4029733.544,2284059.498,0.2,0.1,0.4,0.35,3327390.455,23598.73672,4017.620461,2185.311504,1418.47157,1113.482877,1966.374099,201.721588,1026.864962,7720.324844,0.273713596,887.1140819,1108.892602,360.7437214,3720,32.11670455,1725.4291,1663.695228,646.1292801,0.266334344,0.477446979,1139.95016
320,398.7697181,27455.55397,85.75294244,30.71290229,4.110943022,17.15058849,25.72588273,0.602288146,0.028291714,0.017494478,0.010797236,21.28849982,5308917.449,6373250.239,3186625.12,3354342.231,0.1,0.2,0.3,0.5,3231401.702,22853.5604,3800.826111,2185.311504,1337.690703,1083.943422,1839.973567,196.1463104,969.5482186,7497.608463,0.273081668,881.9935694,1102.491962,361.2484426,3720,31.06477922,1720.648136,1615.700851,637.4817279,0.264826274,0.47677991,1141.545079
290,398.7697181,28515.52402,98.24763861,32.87436729,4.3702958,19.64952772,29.47429158,0.545823633,0.025358839,0.016491187,0.008867652,21.52399913,4658157.042,5592025.261,3355215.156,2354536.952,0.2,0.2,0.1,0.4,3348151.418,23915.90525,4297.675766,2185.311504,1532.59992,1125.454977,1732.121818,209.3230626,1107.842866,7768.495138,0.272430383,879.6187696,1099.523462,361.3868357,3720,32.16046326,1727.630802,1674.075709,648.1029493,0.266803253,0.476597327,1141.982401
290,398.7697181,28897.99088,99.59424046,33.0988919,4.397258053,19.91884809,29.87827214,0.545823633,0.025299363,0.016431711,0.008867652,21.57459976,4722002.678,5668670.681,3968069.477,1790106.531,0.3,0.1,0.3,0.3,3404229.326,24292.01548,4361.405223,2185.311504,1553.606042,1140.881082,1860.101134,210.6895839,1122.747417,7898.609014,0.273327272,885.9753952,1107.469244,361.5222787,3720,32.76190377,1730.16439,1702.114663,653.1183474,0.26765103,0.476418772,1142.410401
290,398.7697181,28161.17831,97.03371441,32.67064215,4.345834572,19.40674288,29.11011432,0.545823633,0.025413725,0.016546073,0.008867652,21.47751384,4600601.974,5522931.541,2761465.771,2906806.074,0.3,0.2,0.3,0.5,3296506.939,23566.72423,4240.340712,2185.311504,1513.663484,1111.548781,1609.052867,208.0827775,1094.406828,7648.667855,0.271603261,874.4540867,1093.067608,361.8164686,3720,31.58917531,1725.431725,1648.253469,643.4760677,0.266036674,0.4760314,1143.340041
310,398.7697181,28338.32357,91.35649243,31.70049553,4.229394472,18.27129849,27.40694773,0.583466642,0.02719339,0.017060437,0.010132953,21.45619366,5188399.801,6228571.189,4359999.832,1966917.218,0.2,0.12,0.2,0.3,3337974.942,23727.79619,4037.89015,2185.311504,1425.102476,1118.688188,2033.113151,202.171786,1031.569812,7744.883331,0.273300688,890.5273793,1113.159224,361.9625122,3720,32.36909127,1726.630853,1668.987471,647.7117455,0.266647021,0.475839332,1143.801538
320,398.7697181,27827.51571,86.90800822,30.91905708,4.13566181,17.38160164,26.07240247,0.602288146,0.028226087,0.017428851,0.010797236,21.33799629,5380426.936,6459095.962,3875457.577,2719619.352,0.1,0.15,0.3,0.4,3282312.956,23218.60382,3856.036775,2185.311504,1355.708985,1098.544165,1983.65564,197.4047913,982.3327964,7615.734492,0.273676406,888.9118968,1111.139871,361.9918237,3720,31.68854494,1723.294017,1641.156478,642.3022169,0.265664774,0.475800802,1143.894163
330,398.7697181,28157.99126,85.27799176,30.62773105,4.10073182,17.05559835,25.58339753,0.621109651,0.029141584,0.017658977,0.011482607,21.31351719,5741007.704,6891966.031,4824376.222,2176410.325,0.2,0.1,0.2,0.3,3345912.499,23536.56994,3806.997753,2185.311504,1330.281778,1111.626209,2237.132455,195.6262705,964.2913371,7763.300322,0.275705048,901.4213191,1126.776649,362.001074,3720,32.36228879,1725.461629,1672.95625,647.9450367,0.266541913,0.475788644,1143.923394
290,398.7697181,28673.08478,98.78722708,32.96451877,4.381121274,19.75744542,29.63616813,0.545823633,0.025334832,0.01646718,0.008867652,21.54439518,4683740.231,5622737.372,3654779.292,2071534.821,0.3,0.12,0.3,0.35,3367836.06,24070.18339,4323.181056,2185.311504,1541.017153,1131.636275,1793.468194,209.8717996,1113.815176,7814.168116,0.272526245,882.9013828,1103.626729,362.1555447,3720,32.42637491,1728.871176,1683.91803,650.097842,0.267166584,0.475585705,1144.411521
330,398.7697181,27966.99245,84.70309023,30.52431805,4.08833454,16.94061805,25.41092707,0.621109651,0.029175258,0.017692651,0.011482607,21.28891689,5702304.704,6845503.846,4449577.5,2522027.733,0.1,0.12,0.3,0.35,3320834.913,23348.4326,3779.287959,2185.311504,1321.313684,1104.131997,2159.023996,194.9947642,957.9281728,7705.114452,0.275507439,898.5598496,1123.199812,362.3360728,3720,32.03634529,1724.302911,1660.417457,645.4882983,0.266135884,0.475348752,1144.98199
310,398.7697181,27944.5256,90.0926751,31.48046102,4.202996121,18.01853502,27.02780253,0.583466642,0.027258891,0.017125938,0.010132953,21.40463633,5116623.955,6142405.708,3685443.425,2586276.087,0.3,0.1,0.4,0.4,3280018.352,23339.90736,3977.596692,2185.311504,1405.387739,1103.211977,1892.003044,200.830042,1017.581543,7610.410474,0.272339942,884.6182349,1105.772794,362.4640242,3720,31.73228125,1724.190878,1640.009176,642.5545281,0.26579383,0.475180952,1145.386316
330,398.7697181,27822.02288,84.35303779,30.46117883,4.080765839,16.87060756,25.30591134,0.621109651,0.029195966,0.017713359,0.011482607,21.27381741,5678738.791,6817213.434,4090328.061,2870405.657,0.1,0.12,0.4,0.4,3303666.309,23205.03596,3762.428847,2185.311504,1315.853091,1099.568839,2087.018557,194.6091493,954.0536986,7665.27927,0.275511213,896.9869165,1121.233646,362.7053332,3720,31.75867498,1723.454207,1651.833154,643.7438628,0.265844666,0.474864812,1146.148853
310,398.7697181,28130.80213,90.69056115,31.58474589,4.215507039,18.13811223,27.20716835,0.583466642,0.027227698,0.017094745,0.010132953,21.42915782,5150579.635,6183168.829,4019059.739,2278009.569,0.2,0.12,0.3,0.35,3306034.159,23522.83448,4006.0924,2185.311504,1414.714376,1110.533453,1961.463623,201.4660099,1024.199107,7670.773238,0.27268235,887.967651,1109.959564,362.765388,3720,32.03910862,1725.493825,1653.01708,644.9698414,0.266211404,0.4747862,1146.338626
320,398.7697181,28404.15263,88.69713134,31.23569184,4.173635232,17.73942627,26.6091394,0.602288146,0.028127495,0.017330259,0.010797236,21.4127903,5491190.563,6592065.502,4944049.127,1734754.08,0.1,0.1,0.3,0.25,3361163.685,23784.53984,3941.804315,2185.311504,1383.618154,1121.159802,2206.501972,199.3369839,1002.135291,7798.686644,0.274561496,899.6127895,1124.515987,363.132844,3720,32.64779819,1727.383094,1680.581843,649.7441532,0.266959747,0.474305761,1147.499787
300,398.7697181,28323.16036,94.34922512,32.21554712,4.291203105,18.86984502,28.30476753,0.564645137,0.026278425,0.016788667,0.009489758,21.48702362,4902694.293,5885587.387,3825631.802,2168374.3,0.2,0.15,0.2,0.35,3318794.446,23718.03343,4147.581772,2185.311504,1471.787179,1118.066224,1872.3613,205.3109119,1064.69418,7700.38009,0.271875737,885.1269224,1106.408653,363.4104415,3720,32.15288649,1726.929857,1659.397223,646.3522342,0.266527923,0.473943454,1148.376995
320,398.7697181,27967.67321,87.34301849,30.99634177,4.144929576,17.4686037,26.20290555,0.602288146,0.028201779,0.017404543,0.010797236,21.3563882,5407358.182,6491426.389,4219427.153,2391578.143,0.1,0.15,0.2,0.35,3294148.265,23354.83082,3876.839204,2185.311504,1362.494866,1104.042965,2053.535236,197.8764838,987.1476068,7643.195181,0.273286774,892.8423958,1116.052995,363.562236,3720,31.95385621,1724.644554,1647.074133,643.9888183,0.266005855,0.473745574,1148.856666
280,398.7697181,28936.39451,103.2867801,33.70689219,4.470288855,20.65735602,30.98603403,0.527002128,0.024432618,0.016165984,0.008266634,21.56961386,4454980.086,5348115.349,3208869.209,2251838.042,0.1,0.2,0.3,0.4,3402489.977,24333.79493,4498.348146,2185.311504,1611.207284,1142.380922,1661.006258,214.3880093,1163.617436,7894.573317,0.272825051,882.5995757,1103.24947,363.7701207,3720,32.50584505,1731.032913,1701.244989,652.8196309,0.267715022,0.473474841,1149.513581
310,398.7697181,27899.11388,89.94689383,31.45498104,4.199939465,17.98937877,26.98406815,0.583466642,0.027266553,0.0171336,0.010132953,21.39862126,5108344.614,6132466.523,3679479.914,2582091.168,0.1,0.2,0.1,0.4,3266992.975,23293.83866,3970.627182,2185.311504,1403.113645,1101.426797,1889.122653,200.6746415,1015.967997,7580.18855,0.271699975,885.2752213,1106.594027,363.8243983,3720,31.6852898,1724.267347,1633.496488,641.8493261,0.265723221,0.473404205,1149.685099
300,398.7697181,28111.21528,93.64649539,32.09534934,4.276776839,18.72929908,28.09394862,0.564645137,0.026312518,0.016822759,0.009489758,21.45918319,4866178.159,5841750.49,3505050.294,2459684.417,0.3,0.15,0.2,0.4,3284548.092,23508.9856,4114.221684,2185.311504,1460.825048,1109.738463,1804.762923,204.5785317,1056.916179,7620.920532,0.271098935,882.2296741,1102.787093,363.9057655,3720,31.82569812,1725.679185,1642.274046,643.5288689,0.266070394,0.473298354,1149.942219
310,398.7697181,27876.49712,89.87428709,31.44228296,4.198416186,17.97485742,26.96228613,0.583466642,0.027270378,0.017137425,0.010132953,21.39562012,5104221.067,6127516.287,3676509.772,2580006.858,0.3,0.12,0.3,0.4,3260591.807,23271.09317,3967.16028,2185.311504,1401.981026,1100.537684,1887.687976,200.5971949,1015.164366,7565.336342,0.271387625,885.4039518,1106.75494,364.3088386,3720,31.66207292,1724.25231,1630.295904,641.5008652,0.265682399,0.472774695,1151.21593
320,398.7697181,27316.39374,85.28779296,30.62949106,4.100942821,17.05755859,25.58633789,0.602288146,0.028318596,0.01752136,0.010797236,21.26829087,5280120.301,6338679.833,3169339.917,3336147.281,0.2,0.2,0.2,0.5,3193094.658,22713.72441,3778.568198,2185.311504,1330.43467,1078.063649,1830.620622,195.6370175,964.3998195,7408.727154,0.271219079,882.6693284,1103.336661,364.319807,3720,30.92185518,1720.578049,1596.547329,635.3121822,0.264574756,0.472760461,1151.25059
330,398.7697181,27520.22904,83.72650624,30.3478429,4.067180873,16.74530125,25.11795187,0.621109651,0.029233421,0.017750813,0.011482607,21.2465608,5636560.001,6766578.633,3383289.316,3561357.175,0.2,0.2,0.1,0.5,3259380.377,22904.98573,3732.266036,2185.311504,1306.079602,1091.4016,1946.193348,193.9168759,947.1190793,7562.525541,0.274798786,895.2433121,1119.05414,364.4106751,3720,31.19194602,1721.942583,1629.690189,640.0737855,0.265262742,0.472642575,1151.537733
330,398.7697181,28067.8944,85.00677925,30.57898906,4.09488844,17.00135585,25.50203378,0.621109651,0.029157419,0.017674811,0.011482607,21.30194236,5722749.381,6870047.276,4809033.093,2169488.614,0.2,0.12,0.1,0.3,3320125.272,23445.50991,3793.881227,2185.311504,1326.051037,1108.090779,2230.407209,195.3286323,961.2894844,7703.467917,0.274458348,902.3844913,1127.980614,364.4121675,3720,32.26824724,1725.534775,1660.062636,646.5479172,0.266393226,0.47264064,1151.542449
310,398.7697181,28243.25776,91.05143806,31.64752468,4.223038983,18.21028761,27.31543142,0.583466642,0.02720905,0.017076097,0.010132953,21.44384475,5171074.879,6207772.964,4345441.075,1960349.357,0.3,0.1,0.2,0.3,3311048.257,23631.74199,4023.280183,2185.311504,1420.343824,1114.952611,2026.70044,201.8488137,1028.193389,7682.407117,0.272008533,891.5157724,1114.394716,364.4326754,3720,32.27059923,1726.688293,1655.524128,646.2465673,0.266488927,0.472614043,1151.607254
310,398.7697181,27505.83463,88.65101748,31.22757103,4.172661204,17.7302035,26.59530524,0.583466642,0.027335665,0.017202713,0.010132953,21.34451939,5034748.043,6044115.297,3022057.649,3181113.314,0.1,0.2,0.4,0.5,3209219.165,22906.47695,3908.969112,2185.311504,1382.898808,1085.558017,1750.809651,199.2874393,1001.62489,7446.139786,0.270711283,879.3576747,1099.197093,364.4791612,3720,31.05150897,1721.866869,1604.609583,636.6483321,0.264869549,0.472553765,1151.754149
280,398.7697181,28534.68258,101.8230266,33.46719727,4.441494401,20.36460533,30.54690799,0.527002128,0.024493094,0.01622646,0.008266634,21.51635621,4391845.263,5272323.245,2636161.623,2774906.971,0.3,0.2,0.4,0.5,3338561.511,23937.77483,4429.448243,2185.311504,1588.373672,1126.190989,1540.623044,212.9303145,1147.41622,7746.244308,0.271467688,876.9077484,1096.134686,364.490653,3720,31.89814996,1728.609486,1669.280755,647.4656576,0.266841592,0.472538866,1151.790463
310,398.7697181,28043.76661,90.41121076,31.53606377,4.209666593,18.08224215,27.12336323,0.583466642,0.027242226,0.017109273,0.010132953,21.41773012,5134714.517,6164123.07,4006679.995,2270992.71,0.3,0.1,0.3,0.35,3281296.972,23434.88121,3992.729829,2185.311504,1410.35669,1107.112639,1955.767508,201.1691398,1021.107182,7613.377171,0.271481976,888.8854068,1111.106759,365.04,3720,31.94913581,1725.549406,1640.648486,643.625523,0.266066674,0.471827745,1153.5264
330,398.7697181,27747.30521,84.15781342,30.42590915,4.076538118,16.83156268,25.24734402,0.621109651,0.029207583,0.017724975,0.011482607,21.26535636,5665596.072,6801435.861,4080861.517,2863762.468,0.2,0.1,0.4,0.4,3280337.917,23128.72205,3752.98902,2185.311504,1312.807717,1097.023964,2082.470686,194.3937288,951.8929028,7611.151939,0.274302383,898.5831573,1123.228947,365.3207226,3720,31.68093484,1723.683366,1640.168958,642.5803654,0.265739736,0.471465179,1154.413483
320,398.7697181,28311.41611,88.40946875,31.1849989,4.167555109,17.68189375,26.52284063,0.602288146,0.028143103,0.017345867,0.010797236,21.40091446,5473381.531,6570686.111,4928014.584,1729127.924,0.1,0.12,0.2,0.25,3334806.045,23690.79492,3927.945524,2185.311504,1379.130803,1117.523565,2199.727971,199.0276998,998.9513642,7737.530749,0.273300732,900.6211838,1125.77648,365.6056468,3720,32.55106978,1727.456708,1667.403023,648.3126757,0.266807254,0.471097757,1155.313844
330,398.7697181,27910.71117,84.62222397,30.50974375,4.086587438,16.92444479,25.38666719,0.621109651,0.029180028,0.017697421,0.011482607,21.28543689,5696860.699,6838968.426,4445329.477,2519619.946,0.2,0.1,0.3,0.35,3299267.323,23289.09385,3775.332875,2185.311504,1320.052222,1103.077853,2157.079424,194.9057566,957.0331234,7655.072593,0.274270066,901.6173228,1127.021654,365.75353,3720,31.97717772,1724.873853,1649.633661,644.6105198,0.266101426,0.47090728,1155.781155
290,398.7697181,28400.67179,97.85422673,32.80848204,4.362384628,19.57084535,29.35626802,0.545823633,0.025376493,0.016508841,0.008867652,21.50902571,4639504.438,5569633.179,3341779.907,2345108.707,0.2,0.15,0.4,0.4,3315151.053,23798.2748,4278.998346,2185.311504,1526.462948,1120.948218,1725.60005,208.9219882,1103.488478,7691.926565,0.270836078,882.3969892,1102.996237,365.852166,3720,32.04159929,1728.108126,1657.575526,646.3187497,0.266656486,0.470780321,1156.092845
320,398.7697181,27673.36543,86.4293185,30.83378834,4.125437263,17.2858637,25.92879555,0.602288146,0.028253092,0.017455856,0.010797236,21.31760118,5350791.519,6423519.23,3854111.538,2704639.676,0.2,0.15,0.2,0.4,3238062.137,23062.76769,3833.060796,2185.311504,1348.241734,1092.493231,1973.371294,196.8843095,977.0345302,7513.062233,0.271490732,890.5977385,1113.247173,366.1158334,3720,31.52895595,1723.416874,1619.031069,639.9077601,0.265409665,0.470441276,1156.926034
290,398.7697181,28569.92917,98.43395728,32.90552431,4.374037095,19.68679146,29.53018718,0.545823633,0.025350523,0.016482871,0.008867652,21.53106018,4666990.859,5602630.083,3641709.554,2064126.873,0.1,0.15,0.4,0.35,3338118.753,23964.15457,4306.386122,2185.311504,1535.506372,1127.589365,1787.425447,209.5127177,1109.905091,7745.217005,0.271096822,885.7745965,1107.218246,366.5327679,3720,32.3190032,1729.401283,1669.059376,648.4926041,0.267045844,0.469906145,1158.243547
300,398.7697181,28438.93049,94.73298655,32.28099831,4.29905912,18.94659731,28.41989597,0.564645137,0.026259999,0.016770241,0.009489758,21.50210022,4922635.793,5909526.762,4136668.733,1866166.346,0.1,0.12,0.4,0.3,3324976.795,23828.44257,4165.74828,2185.311504,1477.77361,1122.614025,1934.625047,205.7096636,1068.941755,7714.724587,0.271273373,890.487919,1113.109899,366.8145413,3720,32.38015648,1728.622853,1662.488397,647.6679683,0.266865814,0.46954518,1159.133951
310,398.7697181,27969.57359,90.17305844,31.49450179,4.204680518,18.03461169,27.05191753,0.583466642,0.027254675,0.017121722,0.010132953,21.40794695,5121189.157,6147886.143,3996125.993,2265010.684,0.3,0.12,0.2,0.35,3260182.379,23359.84473,3981.34251,2185.311504,1406.641667,1104.196319,1950.910746,200.9156732,1018.471248,7564.386373,0.270450543,889.7288647,1112.161081,367.0386498,3720,31.87233453,1725.612986,1630.091189,642.4780775,0.265944952,0.469258483,1159.842133
330,398.7697181,27963.42755,84.6922566,30.52236594,4.088100529,16.93845132,25.40767698,0.621109651,0.029175897,0.01769329,0.011482607,21.28845096,5701575.372,6844628.298,4791239.809,2161461.568,0.3,0.1,0.1,0.3,3290263.883,23340.01681,3778.680975,2185.311504,1321.144686,1103.990773,2222.606716,194.9828425,957.8082634,7634.182504,0.273005964,903.4107483,1129.263435,367.1200782,3720,32.15921652,1725.595107,1645.131941,644.9281986,0.266218101,0.4691544,1160.099447
280,398.7697181,28805.32278,102.8208597,33.63078138,4.461145255,20.56417193,30.8462579,0.527002128,0.0244517,0.016185066,0.008266634,21.5527807,4434883.939,5323990.323,3194394.194,2241680.136,0.2,0.2,0.2,0.4,3365894.849,24201.23933,4476.336169,2185.311504,1603.939225,1137.227579,1653.962987,213.9251941,1158.460503,7809.664052,0.271118783,884.0834515,1105.104314,367.1998292,3720,32.37252544,1731.121271,1682.947425,650.8175139,0.2675001,0.469052506,1160.35146
330,398.7697181,27671.35568,83.92704847,30.38416583,4.07153457,16.78540969,25.17811454,0.621109651,0.029221377,0.01773877,0.011482607,21.25531771,5650060.723,6782785.982,4069671.589,2855909.887,0.2,0.12,0.3,0.4,3258560.465,23051.99304,3741.854834,2185.311504,1309.207932,1094.015796,2077.094176,194.1387543,949.3387345,7560.623153,0.273229228,899.3626402,1124.2033,367.3336773,3720,31.60208114,1723.73858,1629.280233,641.3973695,0.265613082,0.468881594,1160.77442
320,398.7697181,27192.93802,84.90545257,30.5607588,4.092702985,16.98109051,25.47163577,0.602288146,0.028340893,0.017543657,0.010797236,21.25155853,5256449.818,6310263.888,3155131.944,3321191.52,0.3,0.2,0.1,0.5,3157323.144,22588.83985,3760.273359,2185.311504,1324.470406,1073.230634,1822.930626,195.2173056,960.1679735,7325.728868,0.269398211,884.0981698,1105.122712,367.694912,3720,30.79457071,1720.694126,1578.661572,633.3846548,0.264371323,0.46842095,1161.915922
280,398.7697181,29153.04014,104.0567337,33.8322933,4.485354842,20.81134673,31.2170201,0.527002128,0.024401419,0.016134785,0.008266634,21.59719196,4488189.832,5387982.991,3771588.094,1701468.313,0.2,0.12,0.4,0.3,3415499.458,24542.96626,4534.570015,2185.311504,1623.218064,1150.897044,1773.054403,215.1504491,1172.139488,7924.758358,0.271833,890.0738783,1112.592348,367.7433716,3720,32.92696567,1733.537116,1707.749729,655.317841,0.26827681,0.468359224,1162.069054
310,398.7697181,27395.34559,88.31631863,31.16856597,4.16558419,17.66326373,26.49489559,0.583466642,0.027353814,0.017220861,0.010132953,21.33035815,5015739.525,6021295.949,3010647.974,3169103.131,0.2,0.2,0.3,0.5,3176311.781,22794.19298,3893.010018,2185.311504,1377.677721,1081.459431,1744.617889,198.9274357,997.9203536,7369.786951,0.269016024,881.1526137,1101.440767,367.8820648,3720,30.93775936,1722.076661,1588.155891,634.9287257,0.264699992,0.46818265,1162.507325
290,398.7697181,28695.38352,98.86356737,32.97725339,4.382650507,19.77271347,29.65907021,0.545823633,0.025331455,0.016463803,0.008867652,21.54726773,4687359.707,5627082.482,3938957.737,1776973.415,0.1,0.15,0.3,0.3,3348734.464,24086.19449,4326.682284,2185.311504,1542.208012,1132.510797,1847.217573,209.9493078,1114.660131,7769.84794,0.270769963,889.1890334,1111.486292,367.9231333,3720,32.5523221,1730.602766,1674.367232,649.9953439,0.267349537,0.46813039,1162.637101
320,398.7697181,27799.13172,86.81976305,30.9033557,4.133779012,17.36395261,26.04592891,0.602288146,0.028231045,0.017433809,0.010797236,21.33424889,5374963.726,6452537.486,4194149.366,2377250.653,0.2,0.15,0.1,0.35,3245936.727,23184.47529,3851.704069,2185.311504,1354.332417,1097.428691,2041.932031,197.3089546,981.3560752,7531.333125,0.270919725,894.6564315,1118.320539,368.0418286,3720,31.77886003,1724.771577,1622.968364,641.3754484,0.26572663,0.467979416,1163.012178
330,398.7697181,27842.02524,84.44547566,30.47786463,4.082765982,16.88909513,25.3336427,0.621109651,0.029190483,0.017707875,0.011482607,21.27781365,5684961.809,6824684.045,4436044.629,2514357.28,0.2,0.12,0.2,0.35,3277690.155,23218.80428,3766.778781,2185.311504,1317.295063,1100.773826,2152.828878,194.7110591,955.0768257,7605.008512,0.273148539,903.2209655,1129.026207,368.2756697,3720,31.90542168,1725.117151,1638.845078,643.5412729,0.266008669,0.467682267,1163.751116
320,398.7697181,28203.9442,88.07603837,31.12613728,4.160495524,17.61520767,26.42281151,0.602288146,0.028161311,0.017364075,0.010797236,21.38707807,5452739.039,6545905.209,4909428.907,1722606.634,0.2,0.1,0.2,0.25,3304299.344,23582.24558,3911.893313,2185.311504,1373.929504,1113.308795,2191.874922,198.6685497,995.2608673,7666.74806,0.271832479,901.6986198,1127.123275,368.3830729,3720,32.43897843,1727.517371,1652.149672,646.6539395,0.266627785,0.467545913,1164.09051
310,398.7697181,27777.03927,89.55496947,31.38637705,4.191709804,17.91099389,26.86649084,0.583466642,0.027287265,0.017154312,0.010132953,21.38237928,5086086.094,6105745.611,3663447.367,2570840.257,0.1,0.15,0.4,0.4,3231441.656,23168.7245,3951.877075,2185.311504,1396.999877,1096.627448,1881.377683,200.2562035,1011.630073,7497.701166,0.269924418,888.3147633,1110.393454,368.7206472,3720,31.55765429,1724.813351,1615.720828,639.9343448,0.26556948,0.467117861,1165.157245
300,398.7697181,28348.77801,94.43412605,32.23003858,4.292942464,18.88682521,28.33023782,0.564645137,0.026274337,0.016784579,0.009489758,21.49036676,4907106.024,5890883.582,4123618.507,1860279.026,0.2,0.1,0.4,0.3,3299581.694,23737.33845,4151.505841,2185.311504,1473.111579,1119.072351,1928.862029,205.399202,1065.633887,7655.802007,0.270057567,891.4395624,1114.299453,369.1483494,3720,32.28707997,1728.675253,1649.790847,646.282581,0.266716114,0.466576649,1166.508784
280,398.7697181,28912.96607,103.2034928,33.69329935,4.468655844,20.64069857,30.96104785,0.527002128,0.024436017,0.016169384,0.008266634,21.56661286,4451387.727,5343802.793,3473471.816,1968769.45,0.3,0.12,0.4,0.35,3372330.191,24304.99153,4494.314263,2185.311504,1609.908056,1141.459718,1709.540442,214.3053572,1162.69559,7824.595552,0.270625834,887.9745374,1109.968172,369.3456442,3720,32.58181187,1732.413382,1686.165096,652.0586977,0.267784598,0.466327416,1167.132236
290,398.7697181,28266.50036,97.39456606,32.73133402,4.353121497,19.47891321,29.21836982,0.545823633,0.025397281,0.016529629,0.008867652,21.49141982,4617710.819,5543470.371,3326082.223,2334092.788,0.3,0.15,0.3,0.4,3277318.539,23662.56184,4257.223772,2185.311504,1519.292538,1115.682542,1717.978284,208.452307,1098.400831,7604.146276,0.269016192,883.9385244,1104.923156,369.4133011,3720,31.90426287,1728.209977,1638.659269,644.2569836,0.266436381,0.46624201,1167.346031
330,398.7697181,27583.22495,83.65925957,30.3356532,4.065719835,16.73185191,25.09777787,0.621109651,0.029237471,0.017754864,0.011482607,21.24361749,5632032.882,6761143.916,4056686.349,2846797.438,0.3,0.1,0.3,0.4,3233321.408,22963.03347,3728.942355,2185.311504,1305.030598,1090.524997,2070.854109,193.8424126,946.3747751,7502.062633,0.27197917,900.1914834,1125.239354,369.5959714,3720,31.51059856,1723.782178,1616.660704,640.0249632,0.265463852,0.466011573,1167.92327
300,398.7697181,27950.41442,93.11320515,32.00383191,4.265793611,18.62264103,27.93396154,0.564645137,0.0263387,0.016848941,0.009489758,21.43785182,4838466.654,5808483.378,3485090.027,2445677.212,0.1,0.2,0.2,0.4,3238200.397,23344.66396,4088.829515,2185.311504,1452.506063,1103.418661,1795.095653,204.0208236,1051.01358,7513.383029,0.268811149,885.7504592,1107.188074,369.8434343,3720,31.65870172,1726.258734,1619.100199,641.0227438,0.265854033,0.465699764,1168.705252
320,398.7697181,27976.8982,87.37151058,31.00139701,4.145535804,17.47430212,26.21145317,0.602288146,0.028200195,0.017402959,0.010797236,21.35758814,5409122.112,6493543.952,4545480.766,2050592.827,0.1,0.12,0.3,0.3,3267725.706,23357.14144,3878.084994,2185.311504,1362.939324,1104.403123,2114.722349,197.9073356,987.4629648,7581.888658,0.271005335,899.756753,1124.695941,370.1456261,3720,32.0816429,1726.515365,1633.862853,643.6195679,0.266174486,0.46531956,1169.660179
