W_S,W_S_max,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_battery,Wbatt/MTOW,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,electricity_cost,maintenance_cost,DOC,PREE,CO2
300,398.7697181,29706.83411,98.95790129,32.9929828,4.384539388,19.79158026,29.68737039,0.564645137,0.026065673,0.016575915,0.009489758,21.66240381,5142176.179,6173080.648,3703848.389,2599191.852,0.3,0.12,0.1,0.4,3739387.809,25130.84786,4368.308107,2185.311504,1543.679561,1172.68183,1900.891158,210.0450417,1115.704244,8676.255159,0.292062598,855.9862542,1069.982818,313.3688635,3720,33.46437415,1722.186049,1869.693904,668.1383584,0.268441835,0.549627037,990.2456086
320,398.7697181,28923.56034,90.32242077,31.52057468,4.207808393,18.06448415,27.09672623,0.602288146,0.028040996,0.01724376,0.010797236,21.47884281,5591811.337,6712858.747,3356429.374,3533083.551,0.1,0.15,0.3,0.5,3658492.808,24346.26764,4020.910446,2185.311504,1408.971623,1141.704498,1931.706675,201.074681,1020.12443,8488.559819,0.293482535,857.2927001,1071.615875,313.5113637,3720,32.57573018,1717.128569,1829.246404,660.3773755,0.267002276,0.549377215,990.6959093
290,398.7697181,29694.66468,102.327544,33.55000721,4.451441867,20.4655088,30.6982632,0.545823633,0.025182969,0.016315318,0.008867652,21.67431582,4851595.178,5824243.911,2912121.955,3065391.532,0.2,0.2,0.1,0.5,3732386.599,25125.32804,4492.152938,2185.311504,1596.243818,1172.192691,1691.094658,213.4339715,1153.000353,8660.010712,0.291635242,849.3366396,1061.6708,313.6617146,3720,33.14866043,1722.187547,1866.193299,667.0957459,0.268324914,0.549113877,991.171018
310,398.7697181,29493.86501,95.06181982,32.33697602,4.305778318,19.01236396,28.51854595,0.583466642,0.027010432,0.016877479,0.010132953,21.60152941,5398836.075,6481195.769,3888717.461,2728924.534,0.1,0.1,0.4,0.4,3725175.262,24914.03525,4216.366997,2185.311504,1482.903198,1164.062234,1990.042667,206.0506713,1072.58137,8643.278723,0.293053444,859.8297653,1074.787207,313.7837229,3720,33.3286127,1720.916337,1862.587631,666.5218247,0.268117699,0.548900365,991.5565644
330,398.7697181,29470.34406,89.25575442,31.33390015,4.185415013,17.85115088,26.77672633,0.621109651,0.028919376,0.017436768,0.011482607,21.4772843,6008795.038,7213439.421,4688735.624,2657582.945,0.1,0.12,0.1,0.35,3754475.123,24876.14514,4000.450048,2185.311504,1392.332315,1163.478979,2268.355728,199.9361026,1008.318281,8711.261258,0.295594148,874.1989216,1092.748652,313.8963524,3720,33.60082778,1720.794389,1877.237561,668.8537143,0.268365883,0.548703413,991.9124737
290,398.7697181,30091.27318,103.6873571,33.77219164,4.478133949,20.73747142,31.10620712,0.545823633,0.025127116,0.016259464,0.008867652,21.7224942,4916067.189,5901641.284,3540984.77,2484901.593,0.1,0.12,0.4,0.4,3792439.423,25515.32499,4556.953853,2185.311504,1617.456027,1187.77017,1822.15963,214.785046,1168.051129,8799.347324,0.292421902,855.9481917,1069.93524,313.9929223,3720,33.76832475,1724.85195,1896.219712,672.2574987,0.269203819,0.548534657,992.2176345
310,398.7697181,29060.55534,93.67307611,32.09990401,4.277323473,18.73461522,28.10192283,0.583466642,0.027077476,0.016944523,0.010132953,21.54804417,5319965.297,6386512.962,3193256.481,3361322.612,0.3,0.1,0.4,0.5,3657843.152,24487.49603,4149.660838,2185.311504,1461.23969,1147.05619,1843.561017,204.6062861,1057.210382,8487.052463,0.292047153,853.0593083,1066.324135,314.0573497,3720,32.64755533,1718.171566,1828.921576,660.8307593,0.267170325,0.548422128,992.421225
290,398.7697181,30265.12912,104.2832499,33.86909725,4.489776761,20.85664997,31.28497496,0.545823633,0.025103051,0.0162354,0.008867652,21.74331818,4944319.9,5935558.103,3858112.767,2186784.564,0.1,0.12,0.3,0.35,3815408.74,25686.24928,4585.395975,2185.311504,1626.75157,1194.596485,1887.33924,215.3741938,1174.64663,8852.641516,0.292503015,858.8798388,1073.599799,314.1721721,3720,34.05490416,1726.027719,1907.70437,674.4639049,0.269583649,0.548221693,992.784064
310,398.7697181,29674.34045,95.67313086,32.44078358,4.318239363,19.13462617,28.70193926,0.583466642,0.026981476,0.016848523,0.010132953,21.62471197,5433554.2,6522874.189,4239868.223,2403164.175,0.1,0.12,0.2,0.35,3746365.961,25090.61725,4245.76742,2185.311504,1492.439256,1171.548128,2062.915714,206.6829825,1079.347524,8692.446104,0.292928031,863.7231959,1079.653995,314.5525927,3720,33.63369698,1722.300525,1873.18298,668.8070621,0.268529789,0.547558672,993.9861929
330,398.7697181,29216.02929,88.45993697,31.19389855,4.168622518,17.69198739,26.53798109,0.621109651,0.028962385,0.017479778,0.011482607,21.44538996,5955219.736,7149123.333,4289474,3010157.193,0.1,0.1,0.3,0.4,3714298.196,24625.07224,3961.774154,2185.311504,1379.918075,1153.104962,2182.568572,199.0819993,999.5099599,8618.041383,0.294976477,870.9570565,1088.696321,315.0553024,3720,33.20644545,1719.458536,1857.149098,665.4617676,0.267834935,0.546684975,995.5747556
330,398.7697181,28774.18953,87.13234292,30.95893687,4.140444015,17.42646858,26.13970287,0.621109651,0.029035713,0.017553105,0.011482607,21.39123147,5865844.652,7041830.315,3520915.158,3706226.482,0.2,0.1,0.4,0.5,3648667.45,24190.48535,3897.424227,2185.311504,1359.208462,1135.798889,2020.322525,197.6481965,984.815793,8465.762688,0.294213767,863.7041845,1079.630231,315.1940501,3720,32.49008447,1716.617067,1824.333725,659.6929758,0.266867972,0.546444325,996.0131985
310,398.7697181,29019.666,93.541982,32.07743447,4.274626777,18.7083964,28.0625946,0.583466642,0.027083897,0.016950944,0.010132953,21.54293536,5312520.083,6377575.13,3188787.565,3356618.489,0.1,0.2,0.1,0.5,3646039.413,24445.99008,4143.349874,2185.311504,1459.194706,1145.45086,1841.143458,204.4693639,1055.759397,8459.665025,0.2915149,853.6759239,1067.094905,315.3050823,3720,32.60589162,1718.248252,1823.019706,660.199283,0.26710802,0.546251899,996.36406
280,398.7697181,30134.30942,107.5421119,34.39423253,4.552880672,21.50842238,32.26263358,0.527002128,0.024265203,0.015998569,0.008266634,21.71843089,4638521.662,5568453.376,2784226.688,2930764.935,0.1,0.2,0.3,0.5,3788851.532,25562.58863,4700.500508,2185.311504,1677.587721,1189.447342,1621.463585,218.5655241,1210.716589,8791.022577,0.291728025,851.7207889,1064.650986,315.6309629,3720,33.51598364,1725.581331,1894.425766,671.9638903,0.269252757,0.545687909,997.3938427
300,398.7697181,29266.0182,97.49617619,32.7484036,4.355170995,19.49923524,29.24885286,0.564645137,0.026131192,0.016641434,0.009489758,21.60808961,5066220.163,6081896.955,3040948.477,3200998.397,0.3,0.15,0.2,0.5,3667470.993,24694.68976,4298.360559,2185.311504,1520.87759,1155.359487,1761.058379,208.5562317,1099.525479,8509.391308,0.290760132,851.3284463,1064.160558,315.7211996,3720,32.78668591,1719.967041,1833.735496,662.2867039,0.267535471,0.545531945,997.6789907
280,398.7697181,30490.61088,108.8066835,34.59585984,4.577114446,21.7613367,32.64200505,0.527002128,0.024217712,0.015951078,0.008266634,21.76102071,4693065.343,5633931.984,3380359.19,2372181.888,0.1,0.15,0.3,0.4,3839405.659,25913.22168,4760.552585,2185.311504,1697.314223,1203.43425,1744.32358,219.7902739,1224.713206,8908.319986,0.292166006,857.3891943,1071.736493,315.7465573,3720,34.08479106,1727.920245,1919.702829,676.5410649,0.270029458,0.545488133,997.7591211
310,398.7697181,28999.30766,93.4767098,32.06624094,4.273283394,18.69534196,28.04301294,0.583466642,0.0270871,0.016954147,0.010132953,21.54038777,5308813.086,6373124.953,3186562.477,3354276.291,0.3,0.12,0.3,0.5,3640236.734,24425.49621,4140.211326,2185.311504,1458.176502,1144.651561,1839.939677,204.4011525,1055.036947,8446.201451,0.291255279,853.811454,1067.264317,315.7594967,3720,32.58530817,1718.240539,1820.118367,659.8872477,0.267072111,0.54546578,997.8000095
310,398.7697181,29418.2327,94.81946507,32.29572906,4.300827278,18.96389301,28.44583952,0.583466642,0.027022005,0.016889052,0.010132953,21.59227815,5385072.047,6464672.325,3878803.395,2721967.295,0.1,0.12,0.3,0.4,3703583.425,24837.50236,4204.675426,2185.311504,1479.12262,1161.094446,1985.267362,205.7994036,1069.898922,8593.180606,0.292103904,860.7303374,1075.912922,315.8570424,3720,33.25138849,1720.994698,1851.791713,665.3618259,0.267996227,0.545297324,998.1082541
290,398.7697181,30009.91414,103.4084521,33.72673974,4.472673314,20.68169043,31.02253564,0.545823633,0.025138465,0.016270813,0.008867652,21.71268772,4902843.635,5885766.668,3531460.001,2478217.545,0.2,0.1,0.4,0.4,3769560.46,25433.04451,4543.607344,2185.311504,1613.105289,1184.575145,1817.549377,214.5086909,1164.964134,8746.262772,0.291445778,856.8696288,1071.087036,316.1380297,3720,33.686045,1724.914355,1884.78023,671.0209796,0.269071961,0.544812657,998.9961739
290,398.7697181,30176.01192,103.9778075,33.81946012,4.483812983,20.79556151,31.19334226,0.545823633,0.025115356,0.016247704,0.008867652,21.73266593,4929838.144,5918173.042,3846812.478,2180379.542,0.2,0.1,0.3,0.35,3790426.21,25596.13584,4570.765681,2185.311504,1621.986867,1191.097457,1882.129069,215.072429,1171.265913,8794.676197,0.291445941,859.8760795,1074.845099,316.5086525,3720,33.96457333,1726.092923,1895.213105,673.1118841,0.269439135,0.544174697,1000.167342
330,398.7697181,29363.24195,88.93308159,31.27721051,4.178615163,17.78661632,26.67992448,0.621109651,0.028936731,0.017454123,0.011482607,21.4644031,5987072.35,7187361.765,4671785.147,2647975.387,0.2,0.1,0.1,0.35,3723793.316,24767.94444,3984.718214,2185.311504,1387.298826,1159.27272,2260.615978,199.5902782,1004.746852,8640.072283,0.2942479,875.2975109,1094.121889,316.7166664,3720,33.49055924,1720.873406,1861.896658,667.2062477,0.268189741,0.543817293,1000.824666
330,398.7697181,28707.01284,86.93035497,30.92303194,4.136138452,17.38607099,26.07910649,0.621109651,0.029047046,0.017564439,0.011482607,21.3828849,5852246.603,7025506.126,3512753.063,3697634.803,0.2,0.12,0.3,0.5,3629145.895,24122.51287,3887.615366,2185.311504,1356.05758,1133.165843,2015.930685,197.4290524,982.5801362,8420.46811,0.293324428,864.4999681,1080.62496,317.0655105,3720,32.42139449,1716.693318,1814.572948,658.6514628,0.26675957,0.54321897,1001.927013
310,398.7697181,29577.36876,95.36171912,32.3879439,4.311896389,19.07234382,28.60851574,0.583466642,0.026996185,0.016863232,0.010132953,21.61292958,5415868.225,6501642.527,4226067.643,2395341.984,0.2,0.1,0.2,0.35,3718852.717,24992.60137,4230.73061,2185.311504,1487.581434,1167.734692,2056.582828,206.3611373,1075.900736,8628.608938,0.291730106,864.7673906,1080.959238,317.1064932,3720,33.53450721,1722.372817,1859.426359,667.3237079,0.268371321,0.543148765,1002.056518
320,398.7697181,28784.53404,89.89047627,31.44511471,4.198755885,17.97809525,26.96714288,0.602288146,0.028063709,0.017266473,0.010797236,21.46145947,5565069.89,6680756.171,3340378.085,3516187.458,0.2,0.15,0.2,0.5,3618347.562,24205.63364,4000.033393,2185.311504,1402.233567,1136.244442,1923.046506,200.614466,1015.343553,8395.41345,0.291664039,858.9004095,1073.625512,317.3144562,3720,32.43403671,1717.267651,1809.173781,658.2291884,0.266776647,0.542792793,1002.713682
330,398.7697181,29133.05977,88.21067632,31.14991877,4.163347727,17.64213526,26.4632029,0.621109651,0.028976001,0.017493393,0.011482607,21.43531313,5938439.237,7128978.676,4277387.206,3001675.232,0.1,0.12,0.2,0.4,3690363.128,24541.14954,3949.638184,2185.311504,1376.029769,1149.855682,2176.775893,198.8136585,996.7510763,8562.506423,0.293910303,871.9102323,1089.88779,317.3360974,3720,33.12115845,1719.545482,1845.181564,664.1813744,0.267700907,0.542755777,1002.782068
290,398.7697181,29590.62807,101.970739,33.49146353,4.444409311,20.3941478,30.5912217,0.545823633,0.025197846,0.016330194,0.008867652,21.66151973,4834678.194,5803935.407,2901967.704,3054702.846,0.2,0.15,0.4,0.5,3702394.781,25018.7793,4475.093155,2185.311504,1590.67789,1168.105276,1685.57272,213.0779096,1149.05114,8590.422672,0.2903089,851.8487659,1064.810957,317.7023022,3720,33.04263991,1722.622819,1851.19739,665.489851,0.268193449,0.54213016,1003.939275
300,398.7697181,29599.19086,98.60101685,32.93343567,4.377388717,19.72020337,29.58030505,0.564645137,0.026081509,0.016591751,0.009489758,21.64925129,5123631.297,6150817.883,3690490.73,2589818.056,0.1,0.15,0.2,0.4,3708134.087,25020.18277,4351.135896,2185.311504,1538.112393,1168.452528,1894.440715,209.6826095,1111.754151,8603.739206,0.290674811,859.0080843,1073.760105,317.9870188,3720,33.35322028,1722.756753,1854.067043,666.4687678,0.268318426,0.541644752,1004.83898
290,398.7697181,29940.44754,103.1702955,33.68787988,4.468004766,20.63405911,30.95108866,0.545823633,0.025148199,0.016280547,0.008867652,21.70428348,4891552.057,5872211.353,3523326.812,2472510.043,0.2,0.12,0.3,0.4,3750002.524,25362.73955,4532.214734,2185.311504,1609.390199,1181.846917,1813.612171,214.2724034,1162.328153,8700.883782,0.290606337,857.7079965,1072.134996,318.0199104,3720,33.61570724,1724.981313,1875.001262,669.9639805,0.268960776,0.541588732,1004.942917
310,398.7697181,29330.50011,94.53830743,32.24781205,4.295075775,18.90766149,28.36149223,0.583466642,0.027035497,0.016902544,0.010132953,21.58150224,5369104.29,6445503.35,3867302.01,2713896.147,0.2,0.1,0.3,0.4,3678566.422,24748.79483,4191.119825,2185.311504,1474.736741,1157.651492,1979.726702,205.5074856,1066.786994,8535.135302,0.290998628,861.7052784,1077.131598,318.1944935,3720,33.16182566,1721.066782,1839.283211,664.0165242,0.267853241,0.54129158,1005.4946
320,398.7697181,29602.17508,92.4296445,31.88614259,4.251670453,18.4859289,27.72889335,0.602288146,0.027932944,0.017135708,0.010797236,21.56192889,5722268.397,6869469.865,4808628.905,2169306.273,0.1,0.1,0.2,0.3,3733781.844,25008.6907,4122.576224,2185.311504,1441.842957,1168.341179,2230.23003,203.3035207,1043.447747,8663.248008,0.292655793,873.4843776,1091.855472,318.3607585,3720,33.77372452,1722.878918,1866.890922,668.7831279,0.268592056,0.541008888,1006.019997
290,398.7697181,30099.95576,103.7171068,33.7770362,4.478715988,20.74342135,31.11513203,0.545823633,0.025125909,0.016258257,0.008867652,21.72353795,4917477.693,5903334.565,3837167.467,2174912.735,0.2,0.12,0.2,0.35,3769079.741,25519.17323,4558.283283,2185.311504,1617.920103,1188.110971,1877.681475,214.8145008,1168.380406,8745.147393,0.290536885,860.7825294,1075.978162,318.5575297,3720,33.88738514,1726.163453,1884.539871,671.9566318,0.269317317,0.54067471,1006.641794
280,398.7697181,30015.9288,107.1218376,34.32696044,4.544795766,21.42436751,32.13655127,0.527002128,0.024281208,0.016014574,0.008266634,21.70411531,4620394.329,5546691.871,2773345.936,2919311.511,0.2,0.2,0.2,0.5,3755617.965,25442.78996,4680.504571,2185.311504,1671.031711,1184.798861,1615.531421,218.1568214,1206.06488,8713.91292,0.290309621,853.1388426,1066.423553,318.7997761,3720,33.39732042,1725.685312,1877.808982,670.1663658,0.269062567,0.540263867,1007.407293
310,398.7697181,29479.86056,95.0169175,32.32933795,4.30486148,19.0033835,28.50507525,0.583466642,0.027012572,0.016879619,0.010132953,21.59981799,5396285.942,6478134.385,4210787.35,2386681.089,0.2,0.12,0.1,0.35,3693006.872,24894.81606,4214.107786,2185.311504,1482.20275,1163.512376,2049.569719,206.0041429,1072.084379,8568.640527,0.290660823,865.044507,1081.305634,319.0791403,3720,33.43490176,1722.281479,1846.503436,665.8322801,0.268193571,0.539790849,1008.290083
330,398.7697181,28628.98318,86.69570291,30.8812683,4.131130487,17.33914058,26.00871087,0.621109651,0.029060273,0.017577666,0.011482607,21.37315267,5836449.569,7006542.1,3503271.05,3687653.737,0.3,0.1,0.3,0.5,3606498.788,24043.62465,3876.226549,2185.311504,1352.397159,1130.106999,2010.827925,197.1741358,979.9829443,8367.921518,0.292288464,865.358529,1081.698161,319.1754933,3720,32.34162909,1716.764147,1803.249394,657.4420382,0.266631702,0.539627896,1008.594559
280,398.7697181,30345.35754,108.2912068,34.51381281,4.567252821,21.65824136,32.48736204,0.527002128,0.024236951,0.015970317,0.008266634,21.74374691,4670831.73,5607240.972,3364344.583,2360943.567,0.2,0.15,0.2,0.4,3798869.845,25766.27162,4735.980727,2185.311504,1689.273119,1197.732773,1736.552655,219.2919316,1219.007772,8814.267409,0.290465103,859.0859193,1073.857399,319.5911195,3720,33.93856117,1728.03739,1899.434923,674.3431574,0.269795782,0.538926114,1009.907938
310,398.7697181,28909.72325,93.1894618,32.01693427,4.267366015,18.63789236,27.95683854,0.583466642,0.027101245,0.016968292,0.010132953,21.52914538,5292499.44,6353540.745,3176770.372,3343968.813,0.1,0.15,0.4,0.5,3613835.475,24333.28239,4126.366894,2185.311504,1453.695618,1141.13403,1834.641555,204.1006739,1051.857609,8384.944351,0.290038901,856.4408648,1070.551081,319.7373158,3720,32.49274167,1718.750429,1806.917738,658.4848342,0.266971878,0.538679696,1010.369918
300,398.7697181,29941.89793,99.73706686,33.12261668,4.400107285,19.94741337,29.92112006,0.564645137,0.026031454,0.016541696,0.009489758,21.69087988,5182664.171,6221685.679,4355179.975,1964742.846,0.1,0.1,0.3,0.3,3750406.313,25355.44294,4405.516352,2185.311504,1555.834042,1181.915427,2030.990259,210.8339559,1124.328258,8701.820667,0.29062355,866.4549911,1083.068739,319.8813058,3720,33.93144712,1725.502587,1875.203156,670.768684,0.269109688,0.538437217,1010.824926
330,398.7697181,29036.78172,87.92138391,31.09879777,4.157216659,17.58427678,26.37641517,0.621109651,0.02899189,0.017509283,0.011482607,21.42356522,5918963.755,7105598.746,4263359.248,2991831.051,0.2,0.1,0.2,0.4,3662623.549,24443.84595,3935.56229,2185.311504,1371.516994,1146.084562,2170.051855,198.5017248,993.5491103,8498.144105,0.29266825,872.9357761,1091.16972,319.9046997,3720,33.02220632,1719.624632,1831.311775,662.695875,0.267542969,0.538397842,1010.898851
320,398.7697181,29116.05817,90.92031973,31.62472952,4.220304073,18.18406395,27.27609592,0.602288146,0.028009879,0.017212643,0.010797236,21.50270456,5628826.932,6757295.237,4054377.142,2845176.942,0.1,0.15,0.1,0.4,3654649.625,24528.94168,4049.621346,2185.311504,1418.298462,1149.262327,2069.74431,201.7098204,1026.742136,8479.642734,0.291235946,867.1164883,1083.89561,319.9777486,3720,33.02324175,1720.161178,1827.324813,662.3359679,0.267562806,0.538274929,1011.129686
290,398.7697181,29859.89595,102.8941129,33.64275913,4.46258418,20.57882258,30.86823387,0.545823633,0.025159537,0.016291886,0.008867652,21.69450194,4878457.574,5856491.685,3513895.011,2465891.236,0.3,0.1,0.3,0.4,3727348.873,25281.27637,4519.00996,2185.311504,1605.081928,1178.683078,1809.04572,213.9980316,1159.27129,8648.322008,0.289630012,858.6195761,1073.27447,320.1434196,3720,33.53416198,1725.042631,1863.674436,668.7385917,0.268830047,0.537996377,1011.653206
310,398.7697181,29255.6935,94.29854902,32.20689428,4.290164543,18.8597098,28.28956471,0.583466642,0.02704706,0.016914107,0.010132953,21.57227591,5355487.716,6429156.922,3857494.153,2707013.441,0.2,0.12,0.2,0.4,3657208.931,24673.09807,4179.564759,2185.311504,1470.996665,1154.715499,1975.001207,205.2581931,1064.133284,8485.580923,0.290048873,862.5954265,1078.244283,320.2450294,3720,33.08535897,1721.143851,1828.604466,662.8679989,0.267732912,0.537825678,1011.974293
280,398.7697181,30729.39705,109.6897479,34.73596446,4.593955286,21.93794959,32.90692438,0.527002128,0.024185128,0.015918494,0.008266634,21.79033844,4731153.804,5679656.427,3975759.499,1793575.714,0.1,0.1,0.4,0.3,3853805.069,26142.92301,4802.457028,2185.311504,1711.08946,1213.20147,1863.503613,220.6411299,1234.487201,8941.729988,0.29098293,866.4740431,1083.092554,320.8072146,3720,34.53528691,1730.855883,1926.902534,679.2979677,0.270668751,0.536883188,1013.750798
290,398.7697181,30011.80049,103.4149059,33.72779217,4.472799751,20.68298117,31.02447176,0.545823633,0.025138201,0.01627055,0.008867652,21.71291507,4903149.621,5886133.998,3825987.099,2168575.684,0.3,0.1,0.2,0.35,3744364.848,25430.03336,4543.821943,2185.311504,1613.205963,1184.649076,1872.525173,214.51509,1165.035566,8687.803055,0.289479568,861.7671377,1077.208922,320.8683976,3720,33.79793147,1726.227392,1872.182424,670.6178466,0.269174147,0.536780815,1013.944136
300,398.7697181,29110.84412,96.95955104,32.65815459,4.344335297,19.39191021,29.08786531,0.564645137,0.02615569,0.016665932,0.009489758,21.58785093,5038335.365,6048421.807,3024210.903,3183379.898,0.1,0.2,0.2,0.5,3623815.904,24536.75337,4272.643812,2185.311504,1512.506583,1149.000152,1751.978025,208.0067418,1093.585968,8408.101282,0.288830556,854.0907505,1067.613438,320.9341905,3720,32.62839694,1720.390229,1811.907952,659.8856933,0.267313354,0.536670773,1014.152042
290,398.7697181,29468.91937,101.5532768,33.42283718,4.436165888,20.31065537,30.46598305,0.545823633,0.02521537,0.016347718,0.008867652,21.64646541,4814885.308,5780174.439,2890087.219,3042197.073,0.3,0.15,0.3,0.5,3667933.102,24895.61399,4455.174504,2185.311504,1584.165749,1163.322998,1679.110663,212.6604901,1144.430557,8510.463509,0.288794557,853.3053777,1066.631722,320.9892566,3720,32.9199338,1722.735606,1833.966551,663.630764,0.267997333,0.536578706,1014.326051
330,398.7697181,28562.46637,86.49564415,30.84561696,4.126855589,17.29912883,25.94869325,0.621109651,0.029071601,0.017588993,0.011482607,21.36482452,5822981.395,6990373.824,3495186.912,3679144.118,0.3,0.12,0.2,0.5,3587169.066,23976.32083,3866.520091,2185.311504,1349.276371,1127.499101,2006.476836,196.9565154,977.7686404,8323.07204,0.291398926,866.1455415,1082.681927,321.0280875,3720,32.27354424,1716.839192,1793.584533,656.4097777,0.266524203,0.536513803,1014.448757
320,398.7697181,28646.82913,89.46256686,31.37018067,4.189766965,17.89251337,26.83877006,0.602288146,0.028086404,0.017289168,0.010797236,21.44411724,5538578.255,6648953.487,3324476.744,3499449.204,0.3,0.15,0.1,0.5,3578581.565,24066.33731,3979.368885,2185.311504,1395.558456,1130.835393,1914.464971,200.1574106,1010.607337,8303.147026,0.289845239,860.4918241,1075.61478,321.0810723,3720,32.2935532,1717.404683,1789.290782,656.0995059,0.266552865,0.536425267,1014.616188
300,398.7697181,29091.61025,96.89584368,32.6474238,4.343046952,19.37916874,29.0687531,0.564645137,0.026158615,0.016668856,0.009489758,21.58543738,5035024.922,6044447.686,3022223.843,3181288.256,0.3,0.12,0.4,0.5,3618366.725,24517.38709,4269.596027,2185.311504,1511.512789,1148.245181,1750.899831,207.9414018,1092.880838,8395.457912,0.28858691,854.2231557,1067.778945,321.3629681,3720,32.60900136,1720.382852,1809.183363,659.5917572,0.267279516,0.535954721,1015.506979
310,398.7697181,29384.46961,94.71123997,32.27729294,4.29861436,18.94224799,28.41337199,0.583466642,0.02702719,0.016894237,0.010132953,21.58813576,5378925.63,6457293.673,4197240.888,2379002.932,0.3,0.1,0.1,0.35,3665897.114,24798.3799,4199.365329,2185.311504,1477.434378,1159.769161,2043.351313,205.6870901,1068.701058,8505.739541,0.289463776,866.0897029,1082.612129,321.605986,3720,33.33719465,1722.356006,1832.948557,664.3712722,0.268037864,0.535549733,1016.274916
280,398.7697181,29898.46822,106.7047749,34.26007186,4.536757244,21.34095498,32.01143247,0.527002128,0.024297201,0.016030567,0.008266634,21.68982844,4602405.523,5525096.666,2762548.333,2907945.614,0.3,0.2,0.1,0.5,3722640.542,25323.92303,4660.674768,2185.311504,1664.525802,1180.185904,1609.643282,217.7504136,1201.448719,8637.397579,0.288890973,854.5451922,1068.18149,321.9437361,3720,33.27948617,1725.787987,1861.320271,668.3815102,0.268873652,0.53498789,1017.342206
290,398.7697181,29791.11669,102.6582742,33.60418153,4.457949769,20.53165484,30.79748227,0.545823633,0.025169263,0.016301611,0.008867652,21.68611899,4867275.894,5843068.3,3505840.98,2460239.284,0.3,0.12,0.2,0.4,3707982.849,25211.66741,4507.737984,2185.311504,1601.402997,1175.981404,1805.145813,213.7634347,1156.660964,8603.388299,0.288790393,859.4492821,1074.311603,322.0066489,3720,33.46444991,1725.108593,1853.991424,667.6910748,0.268719815,0.534883365,1017.541011
300,398.7697181,29443.91001,98.08612352,32.84733412,4.367049752,19.6172247,29.42583706,0.564645137,0.026104538,0.01661478,0.009489758,21.6301527,5096875.756,6118698.386,3671219.032,2576294.057,0.2,0.15,0.1,0.4,3664133.48,24863.10925,4326.427954,2185.311504,1530.080389,1162.350725,1885.132223,209.1585033,1106.055174,8501.647498,0.288740439,860.8007581,1076.000948,322.1540407,3720,33.19518915,1722.893293,1832.06674,664.0945739,0.268067129,0.534638646,1018.006769
330,398.7697181,28954.79883,87.67500069,31.05519292,4.15198721,17.53500014,26.30250021,0.621109651,0.029005498,0.01752289,0.011482607,21.41351483,5902376.967,7085686.636,4251411.981,2983447.004,0.2,0.12,0.1,0.4,3638973.496,24360.92279,3923.579559,2185.311504,1367.673574,1142.872793,2164.324269,198.2356359,990.8220747,8443.270445,0.291601765,873.876049,1092.345061,322.1575366,3720,32.93782901,1719.709832,1819.486748,661.4292474,0.26741029,0.534632844,1018.017816
300,398.7697181,29856.13114,99.45278897,33.07537874,4.394434276,19.89055779,29.83583669,0.564645137,0.026043883,0.016554125,0.009489758,21.68052814,5167892.162,6203952.175,4342766.522,1959142.792,0.1,0.12,0.2,0.3,3726249.353,25268.68119,4391.844817,2185.311504,1551.39949,1178.546557,2025.522264,210.5464952,1121.181794,8645.770865,0.289581086,867.449953,1084.312441,322.1865391,3720,33.84373449,1725.580038,1863.124677,669.4620285,0.268971644,0.534584718,1018.109464
310,398.7697181,29168.91749,94.02040025,32.15935949,4.284459259,18.80408005,28.20612008,0.583466642,0.027060541,0.016927588,0.010132953,21.56152914,5339690.842,6410193.087,3846115.852,2699028.668,0.3,0.1,0.2,0.4,3632463.224,24585.35876,4166.167231,2185.311504,1466.657723,1151.309392,1969.518281,204.9685686,1061.054659,8428.165089,0.288943362,863.5587297,1079.448412,322.5565059,3720,32.99667397,1721.214556,1816.231612,661.5359939,0.267591264,0.533971558,1019.278559
280,398.7697181,30649.46545,109.4055413,34.69093475,4.588542494,21.88110825,32.82166238,0.527002128,0.024195564,0.01592893,0.008266634,21.78094024,4718895.362,5664940.41,3965458.287,1788928.551,0.1,0.12,0.3,0.3,3831653.645,26062.0694,4788.88852,2185.311504,1706.656019,1210.057974,1858.945729,220.3676808,1231.341525,8890.333498,0.290064879,867.3960532,1084.245067,322.9134862,3720,34.45442182,1730.918438,1915.826822,678.0918179,0.270540321,0.533381253,1020.406616
300,398.7697181,29651.2425,98.77358189,32.96224205,4.380847875,19.75471638,29.63207457,0.564645137,0.026073839,0.016584081,0.009489758,21.65561961,5132598.34,6161582.642,4005028.717,2270056.763,0.1,0.1,0.4,0.35,3695262.689,25066.06977,4359.295145,2185.311504,1540.804297,1170.497531,1955.007662,209.8579424,1113.664148,8573.874551,0.289157345,865.1727234,1081.465904,323.1689712,3720,33.51937302,1724.51991,1847.631345,666.7866897,0.268552138,0.532959583,1021.213949
