W_S,W_S_max,WTO,S,b,c_root,S_vert,S_orizz,CL_crociera,CD,Cd0,Cdi,E_crociera,P_curr,P_tot,P_ice,P_em,phi_ice_cl,phi_ice_cr,phi_ice_de,Hp,E_batt_inst,OEW,W_wing,W_fus,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,W_battery,W_fuel,V_fuel,W_block_fuel,W_payload,ADP,flight_cost,electricity_cost,maintenance_cost,DOC,PREE,CO2
280,398.769718124363,22065.9790177555,78.7507415550477,28.0625625264422,4.17290522893775,15.7501483110095,23.6252224665143,0.527002128150666,0.0264477224138931,0.0173774104156242,0.0090703119982689,19.9261819185545,3396688.18193494,4077656.88107436,2360748.720622,1716908.16045236,0.1,0.1,0.3,0.4,1824598.19161533,17806.8258614384,3053.12491116689,2185.31150416717,1228.46087626811,871.000137827665,1255.69115271464,179.933126649487,892.045981552895,4233.4949680038,539.153156317101,673.941445396376,114.918981399416,3720,25.7577802860531,1867.32116495761,912.299095807665,668.626327848092,0.30760103847921,0.809265787666235,363.143981222155
280,398.769718124363,21320.0958107209,76.0699822881024,27.5807872056079,4.1095384116337,15.2139964576205,22.8209946864307,0.527002128150666,0.0266318125681748,0.0175615005699059,0.0090703119982689,19.7884438695861,3281061.29206901,3938849.09011886,2280386.31533197,1658462.77478689,0.1,0.2,0.3,0.4,1624596.91081573,17042.0560650406,2899.78424634264,2185.31150416717,1186.64275731321,841.349806906254,1215.56478025377,176.978849537057,862.374619128482,3769.4451735064,558.039745680245,697.549682100306,145.545884615032,3720,24.9443627454506,1874.34858434879,812.298455407866,653.858800340582,0.306662192031766,0.638973752133111,459.924995383502
280,398.769718124363,20638.8047550216,73.6567585461321,27.1397786553487,4.05156386909384,14.7313517092264,22.0970275638396,0.527002128150666,0.026808010066718,0.0177376980684491,0.0090703119982689,19.6583829549115,3176973.78250588,3813894.09664571,2208043.95068962,1605850.14595609,0.1,0.3,0.3,0.4,1438891.74005571,16342.4846420933,2763.87871137704,2185.31150416717,1148.99802033483,814.658565576346,1179.37451356228,174.272566501471,835.664411635368,3338.56570121623,576.320112928301,720.400141160376,174.371792117221,3720,24.1953379608807,1881.14524204603,719.445870027857,640.284925643702,0.305840140710514,0.533343144959369,551.014863090419
280,398.769718124363,19990.9359149565,71.3210751986643,26.7060059160228,3.9945704150039,14.2642150397329,21.3963225595993,0.527002128150666,0.0269889530349187,0.0179186410366498,0.0090703119982689,19.5265865803991,3076230.75626351,3692954.08915187,2138026.05161424,1554928.03753763,0.1,0.4,0.3,0.4,1263732.62986864,15678.0090668143,2634.44182944082,2185.31150416717,1112.56286359781,788.824983006248,1144.28280068014,171.608798419892,809.812442021419,2932.15555843267,592.926848142203,741.158560177753,201.22506826519,3720,23.4782919471929,1887.32318147616,631.86631493432,627.303830969499,0.30501494317628,0.462169056776948,635.871215718001
280,398.769718124363,19396.9438193844,69.219284942806,26.309558138214,3.94250841382104,13.8438569885612,20.7657854828418,0.527002128150666,0.0271613646452619,0.018091052646993,0.0090703119982689,19.4026380866176,2985576.04010456,3584124.8980847,2075019.67783851,1509105.22024619,0.1,0.5,0.3,0.4,1100115.4123342,15067.7116678406,2519.61788520101,2185.31150416717,1079.7762885325,765.578376102853,1112.64896603815,169.172575414977,786.549263864907,2552.52530871857,609.232151543827,761.540189429784,226.72345606616,3720,22.8156898335049,1893.38176536928,550.0577061671,615.332810318793,0.304297786495497,0.410191347704499,716.446121169066
280,398.769718124363,21198.2029798764,75.6385499461939,27.5024635162369,4.09923989366755,15.1277099892388,22.6915649838582,0.527002128150666,0.0266625550170387,0.0175922430187698,0.0090703119982689,19.7656274056963,3262452.69095456,3916509.83307871,2267453.06125609,1649056.77182261,0.3,0.1,0.3,0.4,1591536.8223275,16917.182104167,2875.35060428297,2185.31150416717,1179.91269049319,836.577986461305,1209.09958101765,176.498350084276,857.599410277683,3692.73802839364,561.020875709372,701.276094636715,150.419253506316,3720,24.8110416843703,1875.43237771343,795.768411163748,651.441232347917,0.306500410109293,0.618271915543679,475.324841079958
280,398.769718124363,20524.9155054023,73.2529263261349,27.0652778160755,4.04177304222313,14.650585265227,21.9758778978405,0.527002128150666,0.0268385353197231,0.0177682233214542,0.0090703119982689,19.6360241672123,3159555.63377403,3792983.95411048,2195938.07869554,1597045.87541494,0.3,0.2,0.3,0.4,1407891.49351867,16225.8053326283,2741.36084929683,2185.31150416717,1142.69849765039,810.192019206842,1173.31186041856,173.815196121778,831.194688334982,3266.63787166748,579.110172774021,723.887715967526,178.934872454138,3720,24.0698695116694,1882.15859274361,703.945746759334,638.012962749585,0.3056874757126,0.519742176158739,565.434196955075
280,398.769718124363,19884.9026061832,70.9461885736633,26.6357257407534,3.98533919423418,14.1892377147327,21.283856572099,0.527002128150666,0.0270190151242052,0.0179487031259363,0.0090703119982689,19.5048607703893,3060061.09305067,3673542.7287523,2126787.89559344,1546754.83315886,0.3,0.3,0.3,0.4,1234670.13952355,15569.3344257399,2613.8565234174,2185.31150416717,1106.71487356297,784.678591283118,1138.64437905391,171.177034344968,805.663096328345,2864.72377690455,595.568180443235,744.460225554044,205.512662815621,3720,23.3606214798264,1888.2815694671,617.335069761774,625.176486247112,0.304873153054224,0.452526860028262,649.420014497363
280,398.769718124363,19297.3335947267,68.8664302940517,26.2424141980214,3.93369367366117,13.7732860588103,20.6599290882155,0.527002128150666,0.0271912599889283,0.0181209479906594,0.0090703119982689,19.3813059183447,2970356.66322381,3565854.33760361,2064441.98492841,1501412.35267521,0.3,0.4,0.3,0.4,1072732.39553902,14965.6197249215,2500.51999189879,2185.31150416717,1074.27198314509,761.675670626255,1107.33282456066,168.75980788469,782.643773992906,2488.99029901403,611.713869805206,764.642337256508,230.756305973482,3720,22.7043911093647,1894.28121486046,536.366197769511,613.323685012893,0.304163186929083,0.403022572265857,729.189926876203
280,398.769718124363,18734.0224896929,66.8259282024987,25.8507114413702,3.88228651782536,13.3651856404997,20.0477784607496,0.527002128150666,0.0273698478400487,0.0182995358417798,0.0090703119982689,19.2548431847522,2882345.43688193,3460198.6036998,2003272.8758262,1456925.7278736,0.3,0.5,0.3,0.4,919406.27089003,14387.7743639733,2390.99811035003,2185.31150416717,1042.44146399164,739.106961357802,1076.55938704244,166.350883916899,760.058949673626,2133.23779408013,626.248125719587,782.810157149484,254.26072210553,3720,22.0714283836569,1899.68622054637,459.703135445015,601.902051106621,0.303433392209761,0.365766285999144,803.463881853473
